"key_Rapid,reset,cTime,head_reset,eye_reset,eye_voltage_norm,a_raw,b_raw,c_raw,x_raw,y_raw,z_raw,FLT_THR_POS,FRZ_THR_POS,eye_closed,eye_closed_confirmed,max_nod_f,max_nod_f_confirmed,max_nod_p,max_nod_p_confirmed,delta_pitch,pitch_deg,delta_roll,roll_deg,yaw_deg,head_buzz_f,head_buzz_p,eye_buzz,lt_state,st_state,dltst,cf,freeze,v3v3,head_buzz,g_quiet,o_quiet,g_is_quiet_sure,o_is_quiet_sure,g_is_quiet,o_is_quiet,roll_rate,pitch_rate,yaw_rate,eye_rate,"
"v20250113_wearDn33iot_Rapid,0,50.991001,0,1,2.4305,0.0000,0.1221,0.0000,0.2112,-0.2511,0.9503,0.0400,0.0100,0,0,-7.137,0,-2.137,0,13.000,0.781,5.000,-9.863,195.974,0,0,0,2.4305,2.4305,0.0000,1.000,0,3.3000,0,-0.0008,-0.9402,1,1,1,1,0.186,0.792,0.361,0.314,"
"v20250113_wearDn33iot_Rapid,0,51.091000,0,1,2.4023,1.2817,-0.3052,0.0000,0.2209,-0.2435,0.9528,0.0400,0.0100,0,0,-7.476,0,-2.476,0,13.000,0.531,5.000,-9.524,195.981,0,0,0,2.4023,2.4023,0.0000,1.000,0,3.3000,0,0.0013,-0.2659,1,1,1,1,0.751,0.183,0.326,-0.222,"
"v20250113_wearDn33iot_Rapid,0,51.191002,0,1,2.3990,0.0000,-0.3052,0.1221,0.2097,-0.2491,0.9531,0.0400,0.0100,0,0,-7.358,0,-2.358,0,13.000,0.736,5.000,-9.642,196.070,0,0,0,2.3990,2.3990,0.0000,1.000,0,3.3000,0,0.0031,0.1267,1,1,1,1,0.816,0.098,0.399,-0.138,"
"v20250113_wearDn33iot_Rapid,0,51.291000,0,1,2.3354,1.0376,-0.3662,-0.2441,0.2201,-0.2502,0.9469,0.0400,0.0100,0,0,-7.332,0,-2.332,0,13.000,0.496,5.000,-9.668,196.128,0,0,0,2.3354,2.3354,0.0000,1.000,0,3.3000,0,0.0008,0.2382,1,1,1,1,0.226,-0.082,0.526,-0.318,"
"v20250113_wearDn33iot_Rapid,0,51.390999,0,1,2.3652,1.0376,-0.1221,0.1831,0.2183,-0.2485,0.9507,0.0400,0.0100,0,0,-7.387,0,-2.387,0,13.000,0.481,5.000,-9.613,196.203,0,0,0,2.3652,2.3652,0.0000,1.000,0,3.3000,0,-0.0005,0.7170,1,1,1,1,0.207,-0.515,0.584,0.137,"
"v20250113_wearDn33iot_Rapid,0,51.491001,0,1,2.3837,0.3052,0.1221,-0.0610,0.2153,-0.2531,0.9475,0.0400,0.0100,0,0,-7.194,0,-2.194,0,13.000,0.563,5.000,-9.806,196.287,0,0,0,2.3837,2.3837,0.0000,1.000,0,3.3000,0,-0.0011,0.2762,1,1,1,1,-0.187,-0.166,0.669,-0.021,"
"v20250113_wearDn33iot_Rapid,0,51.591000,0,1,2.3789,0.4883,-0.3052,0.0610,0.2184,-0.2516,0.9484,0.0400,0.0100,0,0,-7.158,0,-2.158,0,13.000,0.482,5.000,-9.842,196.363,0,0,0,2.3789,2.3789,0.0000,1.000,0,3.3000,0,-0.0020,-0.2057,1,1,1,1,-0.539,-0.127,0.720,0.161,"
"v20250113_wearDn33iot_Rapid,0,51.691002,0,1,2.3708,0.4883,-0.1221,0.3052,0.2163,-0.2504,0.9496,0.0400,0.0100,0,0,-7.180,0,-2.180,0,13.000,0.529,5.000,-9.820,196.445,0,0,0,2.3708,2.3708,0.0000,1.000,0,3.3000,0,-0.0012,-0.2748,1,1,1,1,-0.346,-0.121,0.749,-0.090,"
"v20250113_wearDn33iot_Rapid,0,51.791000,0,1,2.3757,0.3662,0.0000,-0.1831,0.2195,-0.2513,0.9484,0.0400,0.0100,0,0,-7.153,0,-2.153,0,13.000,0.457,5.000,-9.847,196.486,0,0,0,2.3757,2.3757,0.0000,1.000,0,3.3000,0,-0.0007,-0.3754,1,1,1,1,-0.227,-0.142,0.689,0.104,"
"v20250113_wearDn33iot_Rapid,0,51.890999,0,1,2.3660,0.5493,0.6104,-0.0610,0.2174,-0.2500,0.9489,0.0400,0.0100,0,0,-7.201,0,-2.201,0,13.000,0.542,5.000,-9.799,196.511,0,0,0,2.3660,2.3660,0.0000,1.000,0,3.3000,0,-0.0006,-0.2054,1,1,1,1,-0.084,-0.035,0.544,-0.040,"
"v20250113_wearDn33iot_Rapid,0,51.991001,0,1,2.3902,0.0000,0.1831,-0.2441,0.2102,-0.2515,0.9489,0.0400,0.0100,0,0,-7.130,0,-2.130,0,13.000,0.745,5.000,-9.870,196.543,0,0,0,2.3902,2.3902,0.0000,1.000,0,3.3000,0,-0.0015,-0.1962,1,1,1,1,-0.116,0.565,0.443,0.020,"
"v20250113_wearDn33iot_Rapid,0,52.091000,0,1,2.3716,1.0986,0.0610,-0.7324,0.2194,-0.2534,0.9432,0.0400,0.0100,0,0,-7.114,0,-2.114,0,13.000,0.533,5.000,-9.886,196.543,0,0,0,2.3716,2.3716,0.0000,1.000,0,3.3000,0,-0.0044,0.2102,1,1,1,1,-0.231,0.257,0.328,-0.084,"
"v20250113_wearDn33iot_Rapid,0,52.191002,0,1,2.3781,0.1221,-0.1831,0.6714,0.2111,-0.2469,0.9581,0.0400,0.0100,0,0,-7.275,0,-2.275,0,13.000,0.751,5.000,-9.725,196.624,0,0,0,2.3781,2.3781,0.0000,1.000,0,3.3000,0,0.0004,0.5790,1,1,1,1,0.175,0.238,0.371,-0.066,"
"v20250113_wearDn33iot_Rapid,0,52.291000,0,1,2.3886,0.7935,-0.2441,-1.2817,0.2224,-0.2534,0.9467,0.0400,0.0100,0,0,-7.194,0,-2.194,0,13.000,0.427,5.000,-9.806,196.588,0,0,0,2.3886,2.3886,0.0000,1.000,0,3.3000,0,0.0045,0.8482,1,1,1,1,0.224,-0.152,0.293,0.044,"
"v20250113_wearDn33iot_Rapid,0,52.390999,0,1,2.3982,0.9155,0.6714,-0.0610,0.2145,-0.2542,0.9469,0.0400,0.0100,0,0,-7.124,0,-2.124,0,13.000,0.610,5.000,-9.876,196.645,0,0,0,2.3982,2.3982,0.0000,1.000,0,3.3000,0,0.0006,1.1202,1,1,1,1,-0.160,-0.287,0.234,0.066,"
"v20250113_wearDn33iot_Rapid,0,52.491001,0,1,2.3692,-0.2441,0.3662,-0.1831,0.2094,-0.2533,0.9515,0.0400,0.0100,0,0,-7.033,0,-2.033,0,13.000,0.842,5.000,-9.967,196.677,0,0,0,2.3692,2.3692,0.0000,1.000,0,3.3000,0,0.0003,0.3761,1,1,1,1,-0.418,0.650,0.313,-0.018,"
"v20250113_wearDn33iot_Rapid,0,52.591000,0,1,2.3749,0.3662,0.1221,-0.1221,0.2151,-0.2500,0.9495,0.0400,0.0100,0,0,-7.125,0,-2.125,0,13.000,0.757,5.000,-9.875,196.695,0,0,0,2.3749,2.3749,0.0000,1.000,0,3.3000,0,0.0007,-0.4340,1,1,1,1,-0.222,0.630,0.287,0.005,"
"v20250113_wearDn33iot_Rapid,0,52.691002,0,1,2.3749,0.4272,0.0610,-0.2441,0.2122,-0.2527,0.9507,0.0400,0.0100,0,0,-7.113,0,-2.113,0,13.000,0.799,5.000,-9.887,196.727,0,0,0,2.3749,2.3749,0.0000,1.000,0,3.3000,0,0.0008,-0.7695,1,1,1,1,0.006,0.318,0.274,-0.069,"
"v20250113_wearDn33iot_Rapid,0,52.791000,0,1,2.3725,0.1831,0.3052,-0.0610,0.2103,-0.2523,0.9486,0.0400,0.0100,0,0,-7.075,0,-2.075,0,13.000,0.887,5.000,-9.925,196.770,0,0,0,2.3725,2.3725,0.0000,1.000,0,3.3000,0,-0.0003,-0.8417,1,1,1,1,-0.100,0.458,0.315,-0.061,"
"v20250113_wearDn33iot_Rapid,0,52.890999,0,1,2.3821,0.3052,0.1831,-0.1221,0.2079,-0.2522,0.9508,0.0400,0.0100,0,0,-7.089,0,-2.089,0,13.000,1.001,5.000,-9.911,196.802,0,0,0,2.3821,2.3821,0.0000,1.000,0,3.3000,0,-0.0011,-0.8552,1,1,1,1,-0.099,0.679,0.337,0.033,"
"v20250113_wearDn33iot_Rapid,0,52.991001,0,1,2.3725,0.3052,-0.5493,0.7324,0.2129,-0.2505,0.9495,0.0400,0.0100,0,0,-7.114,0,-2.114,0,13.000,0.856,5.000,-9.886,196.931,0,0,0,2.3725,2.3725,0.0000,1.000,0,3.3000,0,-0.0009,-0.3156,1,1,1,1,0.019,0.309,0.537,-0.010,"
"v20250113_wearDn33iot_Rapid,0,53.091000,0,1,2.3741,-0.6104,0.4272,-0.2441,0.2065,-0.2560,0.9459,0.0400,0.0100,0,0,-6.876,0,-1.876,0,13.000,1.021,5.000,-10.124,196.979,0,0,0,2.3741,2.3741,0.0000,1.000,0,3.3000,0,-0.0034,0.1931,1,1,1,1,-0.450,0.278,0.660,0.080,"
"v20250113_wearDn33iot_Rapid,0,53.191002,0,1,2.3684,0.1831,0.2441,0.8545,0.2157,-0.2463,0.9492,0.0400,0.0100,0,0,-7.115,0,-2.115,0,13.000,0.859,5.000,-9.885,197.052,0,0,0,2.3684,2.3684,0.0000,1.000,0,3.3000,0,-0.0042,0.3935,1,1,1,1,-0.192,0.120,0.642,-0.022,"
"v20250113_wearDn33iot_Rapid,0,53.291000,0,1,2.3821,0.0000,0.2441,-0.1831,0.2084,-0.2434,0.9568,0.0400,0.0100,0,0,-7.382,0,-2.382,0,13.000,0.996,5.000,-9.618,197.017,0,0,0,2.3821,2.3821,0.0000,1.000,0,3.3000,0,0.0009,0.0900,1,1,1,1,0.884,0.072,0.448,0.040,"
"v20250113_wearDn33iot_Rapid,0,53.390999,0,1,2.3853,0.4272,0.1831,-0.0610,0.2087,-0.2479,0.9502,0.0400,0.0100,0,0,-7.380,0,-2.380,0,13.000,1.021,5.000,-9.620,197.061,0,0,0,2.3853,2.3853,0.0000,1.000,0,3.3000,0,0.0026,-0.3145,1,1,1,1,1.013,0.344,0.303,0.023,"
"v20250113_wearDn33iot_Rapid,0,53.491001,0,1,2.3612,0.6104,-0.1831,0.0610,0.2069,-0.2458,0.9525,0.0400,0.0100,0,0,-7.470,0,-2.470,0,13.000,1.063,5.000,-9.530,197.110,0,0,0,2.3612,2.3612,0.0000,1.000,0,3.3000,0,0.0010,-0.2447,1,1,1,1,0.802,0.343,0.368,-0.042,"
"v20250113_wearDn33iot_Rapid,0,53.591000,0,1,2.3644,0.4272,-0.0610,-0.0610,0.2092,-0.2483,0.9504,0.0400,0.0100,0,0,-7.415,0,-2.415,0,13.000,1.019,5.000,-9.585,197.171,0,0,0,2.3644,2.3644,0.0000,1.000,0,3.3000,0,0.0003,-0.2244,1,1,1,1,0.531,0.191,0.442,0.037,"
"v20250113_wearDn33iot_Rapid,0,53.691002,0,1,2.3652,0.4272,0.2441,0.3662,0.2095,-0.2477,0.9510,0.0400,0.0100,0,0,-7.401,0,-2.401,0,13.000,1.033,5.000,-9.599,197.256,0,0,0,2.3652,2.3652,0.0000,1.000,0,3.3000,0,-0.0004,-0.1796,1,1,1,1,0.194,0.066,0.559,-0.066,"
"v20250113_wearDn33iot_Rapid,0,53.791000,0,1,2.4103,0.4272,-0.0610,0.1831,0.2073,-0.2465,0.9521,0.0400,0.0100,0,0,-7.440,0,-2.440,0,13.000,1.072,5.000,-9.560,197.321,0,0,0,2.4103,2.4103,0.0000,1.000,0,3.3000,0,-0.0001,-0.1306,1,1,1,1,0.176,0.148,0.630,0.205,"
"v20250113_wearDn33iot_Rapid,0,53.890999,0,1,2.3555,0.3662,-0.1831,-0.1221,0.2062,-0.2480,0.9519,0.0400,0.0100,0,0,-7.412,0,-2.412,0,13.000,1.104,5.000,-9.588,197.372,0,0,0,2.3555,2.3555,0.0000,1.000,0,3.3000,0,0.0001,-0.2066,1,1,1,1,0.117,0.229,0.608,-0.030,"
"v20250113_wearDn33iot_Rapid,0,53.991001,0,1,2.3588,1.4648,-0.1831,0.3052,0.2162,-0.2432,0.9531,0.0400,0.0100,0,0,-7.648,0,-2.648,0,13.000,0.847,5.000,-9.352,197.431,0,0,0,2.3588,2.3588,0.0000,1.000,0,3.3000,0,0.0017,0.5063,1,1,1,1,0.524,-0.350,0.587,-0.021,"
"v20250113_wearDn33iot_Rapid,0,54.091000,0,1,2.5272,-0.3052,-0.3662,-0.3662,0.2035,-0.2490,0.9510,0.0400,0.0100,0,0,-7.419,0,-2.419,0,13.000,1.039,5.000,-9.581,197.492,0,0,0,2.5272,2.5272,0.0000,1.000,0,3.3000,0,0.0012,0.8000,1,1,1,1,0.255,-0.267,0.592,0.698,"
"v20250113_wearDn33iot_Rapid,0,54.191002,0,1,2.6722,0.6104,0.0000,-0.1831,0.2172,-0.2463,0.9479,0.0400,0.0100,0,0,-7.446,0,-2.446,0,13.000,0.766,5.000,-9.554,197.526,0,0,0,2.6722,2.6722,0.0000,1.000,0,3.3000,0,-0.0017,0.3070,1,1,1,1,-0.201,-0.398,0.542,1.306,"
"v20250113_wearDn33iot_Rapid,0,54.291000,0,1,2.6787,0.6714,0.3662,-0.1831,0.2079,-0.2461,0.9542,0.0400,0.0100,0,0,-7.522,0,-2.522,0,13.000,0.963,5.000,-9.478,197.543,0,0,0,2.6787,2.6787,0.0000,1.000,0,3.3000,0,-0.0005,0.1755,1,1,1,1,0.090,-0.314,0.426,0.573,"
"v20250113_wearDn33iot_Rapid,0,54.390999,0,1,2.6392,0.1221,0.2441,-0.6104,0.2072,-0.2477,0.9506,0.0400,0.0100,0,0,-7.441,0,-2.441,0,13.000,1.042,5.000,-9.559,197.543,0,0,0,2.6392,2.6392,0.0000,1.000,0,3.3000,0,0.0003,0.0788,1,1,1,1,0.018,0.334,0.289,0.156,"
"v20250113_wearDn33iot_Rapid,0,54.491001,0,1,2.6271,0.5493,-0.1221,-0.1831,0.2076,-0.2483,0.9515,0.0400,0.0100,0,0,-7.422,0,-2.422,0,13.000,1.050,5.000,-9.578,197.589,0,0,0,2.6271,2.6271,0.0000,1.000,0,3.3000,0,-0.0006,-0.0837,1,1,1,1,-0.177,0.363,0.274,0.018,"
"v20250113_wearDn33iot_Rapid,0,54.591000,0,1,2.6174,0.4272,-0.1221,0.1221,0.2068,-0.2472,0.9535,0.0400,0.0100,0,0,-7.439,0,-2.439,0,13.000,1.096,5.000,-9.561,197.654,0,0,0,2.6174,2.6174,0.0000,1.000,0,3.3000,0,0.0009,-0.2977,1,1,1,1,-0.105,0.332,0.387,-0.029,"
"v20250113_wearDn33iot_Rapid,0,54.691002,0,1,2.5304,0.4272,-0.1221,-0.0610,0.2089,-0.2471,0.9508,0.0400,0.0100,0,0,-7.435,0,-2.435,0,13.000,1.040,5.000,-9.565,197.706,0,0,0,2.5304,2.5304,0.0000,1.000,0,3.3000,0,0.0007,-0.4364,1,1,1,1,-0.040,0.165,0.462,-0.535,"
"v20250113_wearDn33iot_Rapid,0,54.791000,0,1,2.4192,0.6104,-0.0610,0.1831,0.2075,-0.2469,0.9524,0.0400,0.0100,0,0,-7.463,0,-2.463,0,13.000,1.071,5.000,-9.537,197.776,0,0,0,2.4192,2.4192,0.0000,1.000,0,3.3000,0,0.0001,-0.3282,1,1,1,1,0.027,0.065,0.524,-0.896,"
"v20250113_wearDn33iot_Rapid,0,54.890999,0,1,2.4361,0.2441,-0.4272,0.0000,0.2053,-0.2500,0.9523,0.0400,0.0100,0,0,-7.353,0,-2.353,0,13.000,1.113,5.000,-9.647,197.860,0,0,0,2.4361,2.4361,0.0000,1.000,0,3.3000,0,0.0007,-0.2142,1,1,1,1,-0.169,0.185,0.622,-0.211,"
"v20250113_wearDn33iot_Rapid,0,54.991001,0,1,2.3966,1.5869,-0.3052,0.0000,0.2169,-0.2458,0.9503,0.0400,0.0100,0,0,-7.537,0,-2.537,0,13.000,0.800,5.000,-9.463,197.906,0,0,0,2.3966,2.3966,0.0000,1.000,0,3.3000,0,0.0006,0.5465,1,1,1,1,0.091,-0.480,0.627,-0.273,"
"v20250113_wearDn33iot_Rapid,0,55.091000,0,1,2.3708,0.0610,-0.1221,0.5493,0.2050,-0.2463,0.9557,0.0400,0.0100,0,0,-7.491,0,-2.491,0,13.000,1.044,5.000,-9.509,198.017,0,0,0,2.3708,2.3708,0.0000,1.000,0,3.3000,0,0.0022,0.7951,1,1,1,1,0.290,-0.337,0.700,-0.268,"
"v20250113_wearDn33iot_Rapid,0,55.191002,0,1,2.4522,0.5493,0.0610,-0.4883,0.2158,-0.2468,0.9467,0.0400,0.0100,0,0,-7.459,0,-2.459,0,13.000,0.798,5.000,-9.541,198.032,0,0,0,2.4522,2.4522,0.0000,1.000,0,3.3000,0,-0.0000,0.2780,1,1,1,1,0.025,-0.287,0.656,0.350,"
"v20250113_wearDn33iot_Rapid,0,55.291000,0,1,2.3765,1.2207,0.4883,0.0000,0.2092,-0.2468,0.9532,0.0400,0.0100,0,0,-7.550,0,-2.550,0,13.000,0.953,5.000,-9.450,198.071,0,0,0,2.3765,2.3765,0.0000,1.000,0,3.3000,0,-0.0015,0.5252,1,1,1,1,0.152,-0.286,0.509,-0.003,"
"v20250113_wearDn33iot_Rapid,0,55.390999,0,1,2.3725,0.3662,0.1831,-0.5493,0.2020,-0.2498,0.9541,0.0400,0.0100,0,0,-7.442,0,-2.442,0,13.000,1.202,5.000,-9.558,198.090,0,0,0,2.3725,2.3725,0.0000,1.000,0,3.3000,0,0.0011,0.4567,1,1,1,1,0.027,0.636,0.419,-0.074,"
"v20250113_wearDn33iot_Rapid,0,55.491001,0,1,2.4079,0.7935,-0.6104,0.1221,0.2076,-0.2499,0.9508,0.0400,0.0100,0,0,-7.384,0,-2.384,0,13.000,1.090,5.000,-9.616,198.189,0,0,0,2.4079,2.4079,0.0000,1.000,0,3.3000,0,0.0007,0.2321,1,1,1,1,-0.304,0.597,0.500,0.109,"
"v20250113_wearDn33iot_Rapid,0,55.591000,0,1,2.3773,0.8545,-0.3662,-0.1831,0.2100,-0.2509,0.9509,0.0400,0.0100,0,0,-7.340,0,-2.340,0,13.000,0.987,5.000,-9.660,198.253,0,0,0,2.3773,2.3773,0.0000,1.000,0,3.3000,0,0.0000,0.2373,1,1,1,1,-0.384,-0.061,0.618,-0.069,"
"v20250113_wearDn33iot_Rapid,0,55.691002,0,1,2.3676,0.6714,-0.0610,-0.0610,0.2108,-0.2513,0.9497,0.0400,0.0100,0,0,-7.274,0,-2.274,0,13.000,0.936,5.000,-9.726,198.321,0,0,0,2.3676,2.3676,0.0000,1.000,0,3.3000,0,-0.0005,-0.0097,1,1,1,1,-0.452,-0.331,0.634,0.000,"
"v20250113_wearDn33iot_Rapid,0,55.791000,0,1,2.3692,0.2441,0.5493,-0.3052,0.2104,-0.2511,0.9500,0.0400,0.0100,0,0,-7.215,0,-2.215,0,13.000,0.975,5.000,-9.785,198.341,0,0,0,2.3692,2.3692,0.0000,1.000,0,3.3000,0,-0.0011,-0.2907,1,1,1,1,-0.519,-0.209,0.550,0.123,"
"v20250113_wearDn33iot_Rapid,0,55.890999,0,1,2.3716,0.3662,0.3052,-0.3662,0.2029,-0.2507,0.9518,0.0400,0.0100,0,0,-7.221,0,-2.221,0,13.000,1.194,5.000,-9.779,198.349,0,0,0,2.3716,2.3716,0.0000,1.000,0,3.3000,0,-0.0011,-0.4341,1,1,1,1,-0.408,0.409,0.388,0.051,"
"v20250113_wearDn33iot_Rapid,0,55.991001,0,1,2.3716,0.9155,0.4883,-0.5493,0.2085,-0.2520,0.9465,0.0400,0.0100,0,0,-7.209,0,-2.209,0,13.000,1.130,5.000,-9.791,198.351,0,0,0,2.3716,2.3716,0.0000,1.000,0,3.3000,0,-0.0034,-0.0974,1,1,1,1,-0.261,0.506,0.255,-0.052,"
"v20250113_wearDn33iot_Rapid,0,56.091000,0,1,2.3789,0.0610,-0.3662,0.2441,0.2019,-0.2489,0.9558,0.0400,0.0100,0,0,-7.254,0,-2.254,0,13.000,1.270,5.000,-9.746,198.421,0,0,0,2.3789,2.3789,0.0000,1.000,0,3.3000,0,-0.0015,-0.0796,1,1,1,1,-0.084,0.490,0.306,0.067,"
"v20250113_wearDn33iot_Rapid,0,56.191002,0,1,2.3821,0.3052,-0.0610,-0.6714,0.2102,-0.2531,0.9459,0.0400,0.0100,0,0,-7.128,0,-2.128,0,13.000,1.061,5.000,-9.872,198.436,0,0,0,2.3821,2.3821,0.0000,1.000,0,3.3000,0,-0.0009,-0.3042,1,1,1,1,-0.238,0.105,0.342,-0.011,"
"v20250113_wearDn33iot_Rapid,0,56.291000,0,1,2.3797,0.7324,0.6714,-0.1221,0.2091,-0.2533,0.9468,0.0400,0.0100,0,0,-7.099,0,-2.099,0,13.000,1.076,5.000,-9.901,198.473,0,0,0,2.3797,2.3797,0.0000,1.000,0,3.3000,0,-0.0042,0.0019,1,1,1,1,-0.433,-0.280,0.315,0.026,"
"v20250113_wearDn33iot_Rapid,0,56.390999,0,1,2.3765,0.1221,0.4272,0.4272,0.1978,-0.2485,0.9573,0.0400,0.0100,0,0,-7.227,0,-2.227,0,13.000,1.449,5.000,-9.773,198.524,0,0,0,2.3765,2.3765,0.0000,1.000,0,3.3000,0,-0.0002,0.0190,1,1,1,1,-0.043,0.652,0.367,0.155,"
"v20250113_wearDn33iot_Rapid,0,56.491001,0,1,2.3733,0.4272,-0.2441,-0.0610,0.2056,-0.2510,0.9520,0.0400,0.0100,0,0,-7.220,0,-2.220,0,13.000,1.312,5.000,-9.780,198.580,0,0,0,2.3733,2.3733,0.0000,1.000,0,3.3000,0,0.0035,-0.2744,1,1,1,1,0.190,0.776,0.433,-0.034,"
"v20250113_wearDn33iot_Rapid,0,56.591000,0,1,2.4321,0.3052,0.1221,0.1221,0.2051,-0.2526,0.9501,0.0400,0.0100,0,0,-7.143,0,-2.143,0,13.000,1.288,5.000,-9.857,198.655,0,0,0,2.4321,2.4321,0.0000,1.000,0,3.3000,0,0.0022,-0.5600,1,1,1,1,-0.062,0.173,0.523,0.201,"
"v20250113_wearDn33iot_Rapid,0,56.691002,0,1,2.3741,0.0610,0.3662,0.1221,0.2043,-0.2499,0.9526,0.0400,0.0100,0,0,-7.177,0,-2.177,0,13.000,1.330,5.000,-9.823,198.697,0,0,0,2.3741,2.3741,0.0000,1.000,0,3.3000,0,0.0013,-0.6749,1,1,1,1,-0.104,0.151,0.542,-0.104,"
"v20250113_wearDn33iot_Rapid,0,56.791000,0,1,2.5651,0.0000,0.5493,-0.1221,0.2015,-0.2491,0.9512,0.0400,0.0100,0,0,-7.205,0,-2.205,0,13.000,1.433,5.000,-9.795,198.711,0,0,0,2.5651,2.5651,0.0000,1.000,0,3.3000,0,0.0003,-0.5036,1,1,1,1,0.059,0.387,0.434,1.563,"
"v20250113_wearDn33iot_Rapid,0,56.890999,0,1,2.6545,0.2441,0.0610,0.6714,0.2019,-0.2461,0.9570,0.0400,0.0100,0,0,-7.358,0,-2.358,0,13.000,1.475,5.000,-9.642,198.792,0,0,0,2.6545,2.6545,0.0000,1.000,0,3.3000,0,0.0018,-0.1434,1,1,1,1,0.412,0.509,0.463,1.077,"
"v20250113_wearDn33iot_Rapid,0,56.991001,0,1,2.6158,0.3662,0.6714,-1.0376,0.2017,-0.2478,0.9501,0.0400,0.0100,0,0,-7.385,0,-2.385,0,13.000,1.482,5.000,-9.615,198.725,0,0,0,2.6158,2.6158,0.0000,1.000,0,3.3000,0,0.0010,0.5285,1,1,1,1,0.582,0.399,0.283,0.315,"
"v20250113_wearDn33iot_Rapid,0,57.091000,0,1,2.6634,0.8545,0.0610,-0.3052,0.1987,-0.2429,0.9580,0.0400,0.0100,0,0,-7.628,0,-2.628,0,13.000,1.565,5.000,-9.372,198.708,0,0,0,2.6634,2.6634,0.0000,1.000,0,3.3000,0,0.0006,0.8622,1,1,1,1,0.921,0.431,0.014,0.278,"
"v20250113_wearDn33iot_Rapid,0,57.191002,0,1,2.6150,0.7324,-0.0610,-1.5259,0.1985,-0.2491,0.9524,0.0400,0.0100,0,0,-7.543,0,-2.543,0,13.000,1.549,5.000,-9.457,198.641,0,0,0,2.6150,2.6150,0.0000,1.000,0,3.3000,0,0.0013,1.2124,1,1,1,1,0.815,0.377,-0.163,-0.062,"
"v20250113_wearDn33iot_Rapid,0,57.291000,0,1,2.5594,0.9766,0.0610,-0.9766,0.1971,-0.2549,0.9465,0.0400,0.0100,0,0,-7.302,0,-2.302,0,13.000,1.581,5.000,-9.698,198.660,0,0,0,2.5594,2.5594,0.0000,1.000,0,3.3000,0,-0.0041,1.4875,1,1,1,1,-0.173,0.270,-0.180,-0.319,"
"v20250113_wearDn33iot_Rapid,0,57.390999,0,1,2.4281,0.6104,-0.0610,0.0000,0.1934,-0.2507,0.9556,0.0400,0.0100,0,0,-7.310,0,-2.310,0,13.000,1.763,5.000,-9.690,198.717,0,0,0,2.4281,2.4281,0.0000,1.000,0,3.3000,0,-0.0038,0.6881,1,1,1,1,-0.522,0.608,0.046,-1.043,"
"v20250113_wearDn33iot_Rapid,0,57.491001,0,1,2.4627,0.4272,-0.6104,-0.1221,0.1982,-0.2535,0.9512,0.0400,0.0100,0,0,-7.182,0,-2.182,0,13.000,1.640,5.000,-9.818,198.800,0,0,0,2.4627,2.4627,0.0000,1.000,0,3.3000,0,-0.0010,-0.1234,1,1,1,1,-0.576,0.433,0.307,-0.245,"
"v20250113_wearDn33iot_Rapid,0,57.591000,0,1,2.4361,0.5493,-0.2441,0.3052,0.2017,-0.2507,0.9510,0.0400,0.0100,0,0,-7.202,0,-2.202,0,13.000,1.522,5.000,-9.798,198.887,0,0,0,2.4361,2.4361,0.0000,1.000,0,3.3000,0,-0.0011,-0.4743,1,1,1,1,-0.539,-0.210,0.521,-0.184,"
"v20250113_wearDn33iot_Rapid,0,57.691002,0,1,2.4393,0.4272,-0.1221,0.0000,0.1996,-0.2516,0.9524,0.0400,0.0100,0,0,-7.192,0,-2.192,0,13.000,1.534,5.000,-9.808,198.946,0,0,0,2.4393,2.4393,0.0000,1.000,0,3.3000,0,-0.0004,-0.7761,1,1,1,1,-0.312,-0.314,0.599,-0.197,"
"v20250113_wearDn33iot_Rapid,0,57.791000,0,1,2.3620,0.4272,0.1831,-0.1831,0.1995,-0.2520,0.9509,0.0400,0.0100,0,0,-7.171,0,-2.171,0,13.000,1.561,5.000,-9.829,198.981,0,0,0,2.3620,2.3620,0.0000,1.000,0,3.3000,0,-0.0002,-0.9203,1,1,1,1,-0.252,-0.112,0.546,-0.765,"
"v20250113_wearDn33iot_Rapid,0,57.890999,0,1,2.3499,0.4272,-0.1831,0.7935,0.1957,-0.2507,0.9547,0.0400,0.0100,0,0,-7.203,0,-2.203,0,13.000,1.690,5.000,-9.797,199.109,0,0,0,2.3499,2.3499,0.0000,1.000,0,3.3000,0,0.0008,-0.5393,1,1,1,1,-0.123,0.257,0.667,-0.281,"
"v20250113_wearDn33iot_Rapid,0,57.991001,0,1,2.3652,0.3052,-0.6714,-0.9766,0.1957,-0.2567,0.9482,0.0400,0.0100,0,0,-7.018,0,-2.018,0,13.000,1.637,5.000,-9.982,199.120,0,0,0,2.3652,2.3652,0.0000,1.000,0,3.3000,0,-0.0004,0.1679,1,1,1,1,-0.410,0.276,0.659,0.393,"
"v20250113_wearDn33iot_Rapid,0,58.091000,0,1,2.3733,1.2817,-0.6104,0.6714,0.2080,-0.2517,0.9506,0.0400,0.0100,0,0,-7.151,0,-2.151,0,13.000,1.313,5.000,-9.849,199.243,0,0,0,2.3733,2.3733,0.0000,1.000,0,3.3000,0,-0.0015,0.9044,1,1,1,1,-0.297,-0.618,0.683,0.046,"
