key_Rapid,reset,cTime,head_reset,eye_reset,eye_voltage_norm,a_raw,b_raw,c_raw,x_raw,y_raw,z_raw,FLT_THR_POS,FRZ_THR_POS,eye_closed,eye_closed_confirmed,max_nod_f,max_nod_f_confirmed,max_nod_p,max_nod_p_confirmed,delta_pitch,pitch_filt,delta_roll,roll_filt,head_buzz_f,head_buzz_p,eye_buzz,lt_state,st_state,dltst,cf,freeze,v3v3,head_buzz,g_quiet,o_quiet
v20250113_wearDn33iot_Rapid,0,10.7,0,1,2.5159,-0.0682,-0.1289,-0.017,0.0551,-0.1464,0.9403,0.04,0.01,0,0,-4.135,0,0.865,1,13,12.865,5,-2.473,0,1,0,2.5159,2.5159,0,1,0,3.3,0,-0.393,0.7708
v20250113_wearDn33iot_Rapid,0,10.8,0,1,2.5481,-0.1193,-0.0937,-0.0149,-0.0049,-0.0995,0.9991,0.04,0.01,0,0,-3.967,0,1.033,1,13,13.033,5,-1.607,0,1,0,2.5481,2.5481,0,1,0,3.3,0,-0.2872,0.0899
v20250113_wearDn33iot_Rapid,0,10.9,0,1,2.5505,-0.179,-0.1513,-0.1225,0.0474,-0.1282,1.0081,0.04,0.01,0,0,-5.39,0,-0.39,0,13,11.61,5,-1.965,0,0,0,2.5505,2.5505,0,1,0,3.3,0,0.0222,0.5573
v20250113_wearDn33iot_Rapid,0,11,0,1,2.536,-0.179,-0.1545,-0.0213,0.0488,-0.1567,1.0028,0.04,0.01,0,0,-6.158,0,-1.158,0,13,10.842,5,-2.982,0,0,0,2.536,2.536,0,1,0,3.3,0,0.1458,0.7872
v20250113_wearDn33iot_Rapid,0,11.1,0,1,2.5522,-0.1182,-0.1012,-0.0522,0.0809,-0.2427,0.9321,0.04,0.01,0,0,-7.589,0,-2.589,0,13,9.411,5,-6.391,0,0,0,2.5522,2.5522,0,1,0,3.3,0,-0.0993,0.2523
v20250113_wearDn33iot_Rapid,0,11.2,0,1,2.5497,0,0.0192,0.0043,0.0825,-0.2429,0.9586,0.04,0.01,0,0,-8.287,0,-3.287,0,13,8.713,5,-7.939,0,0,0,2.5497,2.5497,0,1,0,3.3,0,-0.1848,-0.968
v20250113_wearDn33iot_Rapid,0,11.3,0,1,2.5594,0.0618,0.0458,-0.0288,0.0988,-0.2335,0.9498,0.04,0.01,0,0,-8.488,0,-3.488,0,13,7.855,5,-8.512,0,0,0,2.5594,2.5594,0,1,0,3.3,0,-0.1292,-1.3355
v20250113_wearDn33iot_Rapid,0,11.4,0,1,2.5602,-0.0107,0.0202,-0.0639,0.0931,-0.1497,1.0162,0.04,0.01,0,0,-9.291,0,-4.291,0,13,7.709,5,-6.042,0,0,0,2.5602,2.5602,0,1,0,3.3,0,0.1114,-1.0948
v20250113_wearDn33iot_Rapid,0,11.5,0,1,2.4885,-0.0043,0.0458,-0.0373,0.057,-0.2146,0.9623,0.04,0.01,0,0,-8.401,0,-3.401,0,13,8.599,5,-6.915,0,0,0,2.4885,2.4885,0,1,0,3.3,0,0.1187,-0.9926
v20250113_wearDn33iot_Rapid,0,11.6,0,1,2.204,0.0234,0.1214,0.0415,0.0751,-0.1809,0.9824,0.04,0.01,0,0,-8.44,0,-3.44,0,13,8.56,5,-6.265,0,0,0,2.204,2.204,0,1,0,3.3,0,0.0018,-0.41
v20250113_wearDn33iot_Rapid,0,11.7,0,1,1.8325,0.0437,0.2099,-0.0138,0.0491,-0.1747,0.9872,0.04,0.01,0,0,-7.687,0,-2.687,0,13,9.313,5,-5.725,0,0,0,1.8325,1.8325,0,1,0,3.3,0,0.0656,0.5137
v20250113_wearDn33iot_Rapid,0,11.8,0,1,1.8833,0.0405,0.1204,-0.0948,0.0138,-0.162,1.0115,0.04,0.01,0,0,-6.278,0,-1.278,0,13,10.722,5,-4.971,0,0,0,1.8833,1.8833,0,1,0,3.3,0,0.1539,0.7221
v20250113_wearDn33iot_Rapid,0,11.9,0,1,1.9373,-0.0724,-0.0405,-0.0096,0.0063,-0.1896,0.9919,0.04,0.01,0,0,-5.361,0,-0.361,0,13,11.639,5,-5.475,0,0,0,1.9373,1.9373,0,1,0,3.3,0,0.1785,0.0759
v20250113_wearDn33iot_Rapid,0,12,0,1,1.955,0.0096,0.2301,0.0394,0.0902,-0.1927,0.9362,0.04,0.01,0,0,-7.43,0,-2.43,0,13,9.57,5,-6.136,0,0,0,1.955,1.955,0,1,0,3.3,0,-0.1879,0.4615
v20250113_wearDn33iot_Rapid,0,12.1,0,1,1.984,-0.0607,0.1768,0.0011,-0.0068,-0.198,0.969,0.04,0.01,0,0,-5.541,0,-0.541,0,13,11.459,5,-6.436,0,0,0,1.984,1.984,0,1,0,3.3,0,-0.2553,0.7518
v20250113_wearDn33iot_Rapid,0,12.2,0,1,1.8221,0.0053,0.2013,-0.0107,-0.0172,-0.2078,1.0131,0.04,0.01,0,0,-4.29,0,0.71,1,13,12.71,5,-6.602,0,1,0,1.8221,1.8221,0,1,0,3.3,0,0.0887,0.5983
v20250113_wearDn33iot_Rapid,0,12.3,0,1,1.5884,0.1566,0.098,0.0043,0.0322,-0.2025,0.9684,0.04,0.01,0,0,-5.099,0,-0.099,0,13,11.901,5,-6.783,0,0,0,1.5884,1.5884,0,1,0,3.3,0,0.0948,0.4611
v20250113_wearDn33iot_Rapid,0,12.4,0,1,1.54,0.1172,-0.1108,0.0831,-0.0646,-0.101,1.0527,0.04,0.01,0,0,-2.803,0,2.197,1,13,14.197,5,-3.661,0,1,0,1.54,1.54,0,1,0,3.3,0,0.2897,0.2258
v20250113_wearDn33iot_Rapid,0,12.5,0,1,1.573,0.0149,0.0064,0.0597,-0.0199,-0.166,0.9918,0.04,0.01,0,0,-2.819,0,2.181,1,13,14.181,5,-4.118,0,1,0,1.573,1.573,0,1,0,3.3,0,0.285,-0.5025
v20250113_wearDn33iot_Rapid,0,12.6,0,1,1.8349,-0.1651,0.0011,-0.1065,-0.0597,-0.1261,1.073,0.04,0.01,0,0,-1.796,0,3.204,1,13,15.204,5,-2.942,0,1,0,1.8349,1.8349,0,1,0,3.3,0,0.4195,-0.3767
v20250113_wearDn33iot_Rapid,0,12.7,0,1,1.8382,-0.0799,-0.2503,0.1683,0.1007,-0.2216,0.9528,0.04,0.01,0,0,-5.886,0,-0.886,0,13,11.114,5,-5.569,0,0,0,1.8382,1.8382,0,1,0,3.3,0,0.18,0.8442
v20250113_wearDn33iot_Rapid,0,12.8,0,1,1.7447,-0.0469,0.0245,0.1214,0.0603,-0.2031,0.9995,0.04,0.01,0,0,-6.691,0,-1.691,0,13,10.309,5,-6.107,0,0,0,1.7447,1.7447,0,1,0,3.3,0,-0.1213,0.4245
v20250113_wearDn33iot_Rapid,0,12.9,0,1,1.7116,0.1055,-0.0458,0.0138,-0.083,-0.2068,1.0518,0.04,0.01,0,0,-3.136,0,1.864,1,13,13.864,5,-6.178,0,1,0,1.7116,1.7116,0,1,0,3.3,0,0.3,-0.4166
v20250113_wearDn33iot_Rapid,0,13,0,1,1.8075,0.0724,-0.0746,-0.0405,-0.0422,-0.2003,0.9519,0.04,0.01,0,0,-2.307,0,2.693,1,13,14.693,5,-6.604,0,1,0,1.8075,1.8075,0,1,0,3.3,0,-0.0662,-0.6631
v20250113_wearDn33iot_Rapid,0,13.1,0,1,1.8358,-0.1321,-0.1971,0.0234,-0.0118,-0.205,0.9728,0.04,0.01,0,0,-2.815,0,2.185,1,13,14.185,5,-6.848,0,1,0,1.8358,1.8358,0,1,0,3.3,0,-0.3526,0.0029
v20250113_wearDn33iot_Rapid,0,13.2,0,1,1.897,-0.0533,0.1182,-0.032,0.0602,-0.1926,0.9276,0.04,0.01,0,0,-5.243,0,-0.243,0,13,11.757,5,-6.877,0,0,0,1.897,1.897,0,1,0,3.3,0,-0.5681,0.0777
v20250113_wearDn33iot_Rapid,0,13.3,0,1,1.9397,-0.2716,-0.343,-0.1364,-0.0211,-0.2083,1.0511,0.04,0.01,0,0,-4.102,0,0.898,1,13,12.898,5,-6.645,0,1,0,1.9397,1.9397,0,1,0,3.3,0,-0.0448,1.4227
v20250113_wearDn33iot_Rapid,0,13.4,1,1,1.9284,-0.1087,-0.1545,-0.163,0.1715,-0.2964,0.9061,0.04,0.01,0,0,-7.023,0,-2.023,0,13,7.756,5,-9.977,0,0,0,1.9284,1.9284,0,1,0,3.3,0,-0.0053,1.6805
v20250113_wearDn33iot_Rapid,0,13.5,1,1,1.8632,0.1012,0.0778,-0.1055,0.1619,-0.2711,0.9065,0.04,0.01,0,0,-6.045,0,-1.045,0,13,5.378,5,-10.955,0,0,0,1.8632,1.8632,0,1,0,3.3,0,-0.4248,0.1939
v20250113_wearDn33iot_Rapid,0,13.6,1,1,1.8067,0.1619,0.2248,-0.0298,0.1003,-0.2025,1.0231,0.04,0.01,0,0,-8.334,0,-3.334,0,13,6.323,5,-8.666,0,0,0,1.8067,1.8067,0,1,0,3.3,0,0.0242,0.2198
v20250113_wearDn33iot_Rapid,0,13.7,1,1,1.7632,0.0458,0.0767,-0.0096,0.062,-0.2069,0.9867,0.04,0.01,0,0,-9.161,0,-4.161,0,13,7.806,5,-7.839,0,0,0,1.7632,1.7632,0,1,0,3.3,0,0.2051,-0.5817
v20250113_wearDn33iot_Rapid,0,13.8,1,1,1.7648,0.0554,0.065,-0.0021,0.0356,-0.2169,0.9744,0.04,0.01,0,0,-7.683,0,-2.683,0,13,9.317,5,-7.777,0,0,0,1.7648,1.7648,0,1,0,3.3,0,0.0577,-1.3497
v20250113_wearDn33iot_Rapid,0,13.9,1,1,1.6883,0.0522,0.0991,0.0128,0.035,-0.1885,0.9935,0.04,0.01,0,0,-6.877,0,-1.877,0,13,10.123,5,-6.821,0,0,0,1.6883,1.6883,0,1,0,3.3,0,0.0398,-1.2615
v20250113_wearDn33iot_Rapid,0,14,1,1,1.8793,0.0085,0.0075,0.0117,0.0004,-0.1757,1.0153,0.04,0.01,0,0,-5.472,0,-0.472,0,13,11.528,5,-5.865,0,0,0,1.8793,1.8793,0,1,0,3.3,0,0.177,-1.4561
v20250113_wearDn33iot_Rapid,0,14.1,1,1,1.9067,-0.0053,-0.0213,0.017,0.0198,-0.1919,0.9863,0.04,0.01,0,0,-5.322,0,-0.322,0,13,11.678,5,-5.987,0,0,0,1.9067,1.9067,0,1,0,3.3,0,0.1071,-1.5702
v20250113_wearDn33iot_Rapid,0,14.2,1,1,1.9389,0.0181,0.0032,-0.0085,0.0293,-0.191,0.9888,0.04,0.01,0,0,-5.518,0,-0.518,0,13,11.482,5,-6.008,0,0,0,1.9389,1.9389,0,1,0,3.3,0,-0.0014,-1.2976
v20250113_wearDn33iot_Rapid,0,14.3,1,1,1.8938,-0.0181,-0.0117,-0.0117,0.0526,-0.189,0.984,0.04,0.01,0,0,-6.301,0,-1.301,0,13,10.699,5,-5.988,0,0,0,1.8938,1.8938,0,1,0,3.3,0,-0.0435,-1.0408
v20250113_wearDn33iot_Rapid,0,14.4,1,1,1.9792,0.0362,0.0064,0.0298,0.0326,-0.1924,0.983,0.04,0.01,0,0,-6.115,0,-1.115,0,13,10.885,5,-6.075,0,0,0,1.9792,1.9792,0,1,0,3.3,0,-0.0774,-0.6042
v20250113_wearDn33iot_Rapid,0,14.5,1,0,1.976,0.017,0.0053,-0.0149,0.0232,-0.1716,1.0011,0.04,0.01,0,0,-5.738,0,-0.738,0,13,11.262,5,-5.434,0,0,0,1.9736,1.9737,-0.0001,1,0,3.3,0,-0.0033,-0.436
v20250113_wearDn33iot_Rapid,0,14.6,1,0,1.9776,-0.0181,-0.0075,0.0053,0.0311,-0.1761,0.9934,0.04,0.01,0,0,-5.779,0,-0.779,0,13,11.221,5,-5.277,0,0,0,1.9737,1.979,-0.0053,1,0,3.3,0,0.0272,-0.3708
v20250113_wearDn33iot_Rapid,0,14.7,1,0,2.0203,-0.0096,0.0043,0.0128,0.0259,-0.178,0.996,0.04,0.01,0,0,-5.645,0,-0.645,0,13,11.355,5,-5.235,0,0,0,1.9737,1.9809,-0.0072,1,0,3.3,0,0.0239,-0.3159
v20250113_wearDn33iot_Rapid,0,14.8,1,0,1.9832,-0.0373,-0.032,-0.0011,0.0371,-0.1932,0.9832,0.04,0.01,0,0,-5.914,0,-0.914,0,13,11.086,5,-5.719,0,0,0,1.9738,1.9813,-0.0075,1,0,3.3,0,-0.018,-0.0671
v20250113_wearDn33iot_Rapid,0,14.9,1,0,1.98,-0.017,-0.0096,0.0096,0.0381,-0.1903,0.9871,0.04,0.01,0,0,-6.073,0,-1.073,0,13,10.927,5,-5.857,0,0,0,1.9738,1.9808,-0.007,1,0,3.3,0,-0.0451,-0.0156
v20250113_wearDn33iot_Rapid,0,15,1,0,1.976,-0.0202,0.0021,-0.0053,0.0427,-0.1893,0.9874,0.04,0.01,0,0,-6.287,0,-1.287,0,13,10.713,5,-5.898,0,0,0,1.9739,1.9834,-0.0095,1,0,3.3,0,-0.0284,-0.0895
v20250113_wearDn33iot_Rapid,0,15.1,1,0,1.8325,-0.0288,0.0107,-0.0085,0.0334,-0.1774,1.002,0.04,0.01,0,0,-6.114,0,-1.114,0,13,10.886,5,-5.502,0,0,0,1.9736,1.9673,0.0063,1,0,3.3,0,0.0392,-0.0272
v20250113_wearDn33iot_Rapid,0,15.2,1,0,1.8116,-0.1033,0.0756,-0.0075,0.0472,-0.1772,0.9889,0.04,0.01,1,0,-6.432,0,-1.432,0,13,10.568,5,-5.37,0,0,0,1.9735,1.9333,0.0401,0,1,3.3,0,0.0325,0.5397
v20250113_wearDn33iot_Rapid,0,15.3,1,0,1.7866,-0.1513,0.1044,-0.0138,0.0253,-0.1952,0.995,0.04,0.01,1,0,-5.945,0,-0.945,0,13,11.055,5,-5.785,0,0,0,1.9735,1.9031,0.0703,0,1,3.3,0,0.0226,1.2586
v20250113_wearDn33iot_Rapid,0,15.4,1,0,1.7979,-0.1651,0.0831,-0.0053,0.0214,-0.2253,0.972,0.04,0.01,1,0,-5.597,0,-0.597,0,13,11.403,5,-6.992,0,0,0,1.9735,1.8826,0.0909,0,1,3.3,0,-0.0311,1.4473
v20250113_wearDn33iot_Rapid,0,15.5,1,0,1.8067,-0.1971,0.1342,0.0021,0.0126,-0.229,0.9802,0.04,0.01,1,0,-5.153,0,-0.153,0,13,11.847,5,-7.66,0,0,0,1.9735,1.8672,0.1062,0,1,3.3,0,-0.0629,1.5799
v20250113_wearDn33iot_Rapid,0,15.6,1,0,1.7963,-0.2503,0.1587,-0.0075,-0.0051,-0.2709,0.9596,0.04,0.01,1,0,-4.41,0,0.59,0,13,12.59,5,-9.336,0,0,0,1.9735,1.8522,0.1213,0,1,3.3,0,-0.0713,1.8525
v20250113_wearDn33iot_Rapid,0,15.7,1,0,1.7616,-0.2642,0.1662,-0.0234,-0.0259,-0.3002,0.9532,0.04,0.01,1,0,-3.425,0,1.575,0,13,13.575,5,-11.064,0,0,0,1.9735,1.8364,0.1371,0,1,3.3,0,-0.0961,1.9072
v20250113_wearDn33iot_Rapid,0,15.8,1,0,1.7471,-0.3174,0.2248,0.0149,-0.0427,-0.3224,0.9484,0.04,0.01,1,0,-2.428,0,2.572,0,13,14.572,5,-12.609,0,0,0,1.9735,1.8155,0.158,0,1,3.3,0,-0.0497,2.0593
v20250113_wearDn33iot_Rapid,0,15.9,1,0,1.7455,-0.3143,0.1917,0.0288,-0.0725,-0.3706,0.9169,0.04,0.01,1,0,-1.031,0,3.969,0,13,15.969,5,-15.038,0,0,0,1.9735,1.8005,0.1729,0,1,3.3,0,-0.089,1.9189
v20250113_wearDn33iot_Rapid,0,16,1,0,1.735,-0.3068,0.1662,0.0064,-0.0884,-0.3975,0.9036,0.04,0.01,1,0,0.158,0,5.158,0,13,17.148,5,-17.158,0,0,0,1.9735,1.79,0.1835,0,1,3.3,0,-0.1159,1.3486
v20250113_wearDn33iot_Rapid,0,16.1,1,0,1.7318,-0.3249,0.2131,-0.0192,-0.1187,-0.4132,0.9066,0.04,0.01,1,0,1.625,0,6.625,0,13,18.603,5,-18.625,0,0,0,1.9735,1.7788,0.1947,0,1,3.3,0,-0.0464,1.1075
v20250113_wearDn33iot_Rapid,0,16.200001,1,0,1.7334,-0.3334,0.1704,0.0288,-0.1393,-0.4681,0.8718,0.04,0.01,1,0,4.266,0,9.266,0,13,19.965,5,-21.266,0,0,0,1.9735,1.7688,0.2047,0,1,3.3,0,0.0078,0.876
v20250113_wearDn33iot_Rapid,0,16.299999,1,0,1.706,-0.2823,0.1225,0.0085,-0.1396,-0.4928,0.8503,0.04,0.01,1,0,6.555,0,11.555,0,13,20.688,5,-23.555,0,0,0,1.9735,1.7604,0.213,0,1,3.3,0,-0.0324,0.2334
v20250113_wearDn33iot_Rapid,0,16.4,1,0,1.7302,-0.4506,0.1779,-0.0053,-0.1561,-0.4458,0.8766,0.04,0.01,1,0,6.139,0,11.139,0,13,21.532,5,-23.139,0,0,0,1.9735,1.7522,0.2212,0,1,3.3,0,-0.0359,0.6894
v20250113_wearDn33iot_Rapid,0,16.5,1,0,1.7116,-0.2376,0.1257,0.0607,-0.184,-0.5865,0.786,0.04,0.01,1,0,10.851,0,15.851,0,13,22.791,5,-27.851,0,0,0,1.9735,1.7447,0.2288,0,1,3.3,0,-0.0137,0.2071
v20250113_wearDn33iot_Rapid,0,16.6,1,0,1.7108,-0.0586,0.0671,0.1129,-0.2092,-0.5847,0.7899,0.04,0.01,1,0,13.14,0,18.14,0,13,24.119,5,-30.14,0,0,0,1.9735,1.7396,0.2339,0,1,3.3,0,0.0424,-1.4665
v20250113_wearDn33iot_Rapid,0,16.700001,1,0,1.7076,-0.2013,0.1619,0.0671,-0.1827,-0.5405,0.7972,0.04,0.01,1,1,13.113,0,18.113,0,13,24.142,5,-30.113,0,0,1,1.9735,1.7319,0.2416,0,1,3.3,0,-0.0561,-1.4277
ir tone played,0,16.298,0,0,2.1839,-0.0021,0.0075,-0.0021,0.3414,-0.1898,0.9362,0.04,0.01,0,0,-10.348,0,-5.348,0,13,-6.277,5,-6.652,0,0,0,2.185,2.1772,0.0078,1,0,3.3,0,0,
v20250113_wearDn33iot_Rapid,0,16.799999,1,0,1.7044,-0.2599,0.2312,0.049,-0.2565,-0.5853,0.7805,0.04,0.01,1,1,14.486,0,19.486,0,13,26.185,5,-31.486,0,0,1,1.9735,1.7293,0.2442,0,1,3.3,0,-0.0079,-0.4031
v20250113_wearDn33iot_Rapid,0,16.9,1,0,1.6907,-0.2908,0.1566,-0.0032,-0.2722,-0.587,0.7362,0.04,0.01,1,1,16.052,0,21.052,0,13,27.923,5,-33.052,0,0,1,1.9735,1.7236,0.2499,0,1,3.3,0,-0.0411,0.1526
v20250113_wearDn33iot_Rapid,0,17,1,0,1.6979,-0.131,0.016,0.1268,-0.2788,-0.6699,0.691,0.04,0.01,1,1,19.643,0,24.643,0,13,28.828,5,-36.643,0,0,1,1.9735,1.7227,0.2508,0,1,3.3,0,-0.04,-0.5729
v20250113_wearDn33iot_Rapid,0,17.1,1,0,1.7487,-0.0096,0.0192,-0.0021,-0.2758,-0.6901,0.6715,0.04,0.01,1,1,22.323,0,27.323,0,13,29.171,5,-39.323,0,0,1,1.9735,1.7269,0.2466,0,1,3.3,0,0.0591,-2.003
v20250113_wearDn33iot_Rapid,0,17.200001,1,0,1.7922,0.1225,-0.1055,-0.0096,-0.3312,-0.6786,0.6744,0.04,0.01,1,1,23.359,0,28.359,0,13,30.906,5,-40.359,0,0,1,1.9735,1.7404,0.233,0,1,3.3,0,0.1134,-1.9105
v20250113_wearDn33iot_Rapid,0,17.299999,1,0,1.8204,0.376,-0.326,-0.0192,-0.2565,-0.6709,0.7183,0.04,0.01,1,1,22.75,0,27.75,0,13,29.497,5,-39.75,0,0,1,1.9735,1.7581,0.2153,0,1,3.3,0,0.1872,0.7146
v20250113_wearDn33iot_Rapid,0,17.4,1,0,1.8414,0.5475,-0.3739,-0.0842,-0.275,-0.6135,0.7642,0.04,0.01,1,1,20.23,0,25.23,0,13,29.325,5,-37.23,0,0,1,1.9735,1.7787,0.1948,0,1,3.3,0,0.1843,3.3824
v20250113_wearDn33iot_Rapid,0,17.5,1,0,1.7519,0.6722,-0.5071,-0.2013,-0.2086,-0.5435,0.822,0.04,0.01,1,1,16.198,0,21.198,0,13,27.352,5,-33.198,0,0,1,1.9735,1.7841,0.1893,0,1,3.3,0,0.1207,5.2959
v20250113_wearDn33iot_Rapid,0,17.6,1,0,1.7197,0.7425,-0.571,-0.2333,-0.05,-0.4192,0.8976,0.04,0.01,1,1,9.848,0,14.848,0,13,21.824,5,-26.848,0,0,1,1.9735,1.7714,0.2021,0,1,3.3,0,-0.0502,6.2767
v20250113_wearDn33iot_Rapid,0,17.700001,1,0,1.7938,0.5806,-0.4634,-0.2013,-0.027,-0.3159,0.9216,0.04,0.01,1,1,3.536,0,8.536,0,13,18.273,5,-20.536,0,0,1,1.9735,1.7695,0.2039,0,1,3.3,0,-0.2265,4.8608
v20250113_wearDn33iot_Rapid,0,17.799999,1,0,1.7777,0.4634,-0.3015,-0.066,0.0503,-0.2783,0.9136,0.04,0.01,1,1,-0.697,0,4.303,0,13,14.095,5,-16.303,0,0,1,1.9735,1.7756,0.1979,0,1,3.3,0,-0.4124,1.8446
v20250113_wearDn33iot_Rapid,0,17.9,1,0,1.7366,0.4687,-0.2301,-0.0458,0.0795,-0.2628,0.9968,0.04,0.01,1,1,-3.977,0,1.023,0,13,11.234,5,-13.023,0,0,1,1.9735,1.7768,0.1967,0,1,3.3,0,-0.0449,-0.2783
v20250113_wearDn33iot_Rapid,0,18,1,0,1.9494,0.391,-0.2887,0.0277,0.0145,-0.2052,0.9938,0.04,0.01,1,1,-5.408,0,-0.408,0,13,11.592,5,-9.765,0,0,1,1.9735,1.796,0.1774,0,1,3.3,0,0.2306,-1.2764
v20250113_wearDn33iot_Rapid,0,18.1,1,0,1.9736,0.3803,-0.3047,-0.0618,0.097,-0.1443,0.9701,0.04,0.01,1,1,-7.685,0,-2.685,0,13,9.315,5,-6.48,0,0,1,1.9735,1.8379,0.1356,0,1,3.3,0,0.0425,-1.5802
v20250113_wearDn33iot_Rapid,0,18.200001,1,0,1.9736,0.294,-0.1939,-0.0362,0.1016,-0.0918,0.9902,0.04,0.01,1,1,-8.927,0,-3.927,0,13,8.073,5,-3.197,0,0,1,1.9735,1.8707,0.1028,0,1,3.3,0,-0.0175,-2.1712
v20250113_wearDn33iot_Rapid,0,18.299999,1,0,1.9655,0.3047,-0.1864,-0.0426,0.1733,-0.0886,0.9929,0.04,0.01,1,1,-11.605,0,-6.605,0,13,5.395,5,-1.421,0,0,1,1.9735,1.8926,0.0809,0,1,3.3,0,0.0721,-2.4724
v20250113_wearDn33iot_Rapid,0,18.4,1,0,1.9623,0.2716,-0.1534,-0.0575,0.1648,-0.0107,0.9999,0.04,0.01,1,1,-12.714,0,-7.714,0,13,4.286,5,1.765,0,0,1,1.9735,1.9102,0.0632,0,1,3.3,0,0.1381,-2.3236
v20250113_wearDn33iot_Rapid,0,18.5,1,0,1.9744,0.1353,-0.1108,0.032,0.162,-0.001,1.0173,0.04,0.01,1,1,-13.103,0,-8.103,0,13,3.897,5,3.669,0,0,1,1.9735,1.923,0.0505,0,1,3.3,0,0.2244,-2.8299
v20250113_wearDn33iot_Rapid,0,18.6,1,0,1.9687,0.0181,-0.0075,-0.0256,0.2268,-0.0383,1.0166,0.04,0.01,1,1,-13.444,0,-8.444,0,13,1.922,5,3.556,0,0,1,1.9735,1.9318,0.0417,0,1,3.3,0,0.3427,-3.7112
v20250113_wearDn33iot_Rapid,0,18.700001,1,0,1.9526,0.0373,0.0724,0.0011,0.1906,-0.0265,0.9735,0.04,0.01,0,1,-13.201,0,-8.201,0,13,1.691,5,3.799,0,0,1,1.9735,1.9418,0.0316,0.278,1,3.3,0,0.0909,-3.6003
v20250113_wearDn33iot_Rapid,0,18.799999,1,0,1.9268,0.017,0.1023,-0.0533,0.1987,-0.046,0.972,0.04,0.01,0,1,-13.671,0,-8.671,0,13,1.338,5,3.329,0,0,1,1.9735,1.9434,0.0301,0.33,1,3.3,0,-0.1622,-2.5758
v20250113_wearDn33iot_Rapid,0,18.9,1,0,1.8027,0.0863,0.2386,-0.0117,0.1927,0.0013,0.9589,0.04,0.01,1,1,-12.486,0,-7.486,0,13,1.268,5,4.514,0,0,1,1.9735,1.9246,0.0489,0,1,3.3,0,-0.2842,-1.0232
v20250113_wearDn33iot_Rapid,0,19,1,0,1.6214,0.1044,0.5049,0.0618,0.1874,-0.0148,1,0.04,0.01,1,1,-12.361,0,-7.361,0,13,1.649,5,4.639,0,0,1,1.9735,1.8719,0.1016,0,1,3.3,0,-0.1344,1.5797
v20250113_wearDn33iot_Rapid,0,19.1,1,0,1.5158,0.0831,0.5369,0.0149,0.0793,-0.0162,1.0214,0.04,0.01,1,1,-12.012,0,-7.012,0,13,4.988,5,4.657,0,0,1,1.9735,1.8026,0.1709,0,1,3.3,0,0.1134,3.1497
v20250113_wearDn33iot_Rapid,0,19.200001,1,0,1.5158,0.0682,0.2376,0.0053,-0.0762,0.0446,1.0657,0.04,0.01,1,1,-6.032,0,-1.032,0,13,10.968,5,6.333,0,0,1,1.9735,1.738,0.2355,0,1,3.3,0,0.4133,1.6759
v20250113_wearDn33iot_Rapid,0,19.299999,1,0,1.5376,-0.0703,-0.0405,0.0181,-0.0215,0.0576,1.0568,0.04,0.01,1,1,-4.445,0,0.555,0,13,12.555,5,7.54,0,0,1,1.9735,1.6877,0.2858,0,1,3.3,0,0.556,-0.8729
v20250113_wearDn33iot_Rapid,0,19.4,1,0,1.8003,-0.1225,-0.0778,0.0394,-0.0034,0.0126,1.0275,0.04,0.01,1,1,-4.133,0,0.867,0,13,12.867,5,6.909,0,0,1,1.9735,1.6858,0.2877,0,1,3.3,0,0.2881,-1.6489
v20250113_wearDn33iot_Rapid,0,19.5,1,0,1.8446,-0.1928,-0.1055,0.0565,0.0017,0.0273,0.9686,0.04,0.01,1,1,-4.126,0,0.874,0,13,12.874,5,7.041,0,0,1,1.9735,1.7208,0.2527,0,1,3.3,0,-0.2295,-1.063
v20250113_wearDn33iot_Rapid,0,19.6,1,0,1.6061,-0.1395,-0.0586,0.0788,0.0343,-0.0402,1.0308,0.04,0.01,1,1,-5.038,0,-0.038,0,13,11.962,5,5.15,0,0,1,1.9735,1.7242,0.2493,0,1,3.3,0,-0.2327,-0.7963
v20250113_wearDn33iot_Rapid,0,19.700001,1,0,1.5996,-0.1694,-0.081,0.0607,-0.0021,-0.045,1.0176,0.04,0.01,1,1,-4.477,0,0.523,0,13,12.523,5,4.02,0,0,1,1.9735,1.6968,0.2767,0,1,3.3,0,-0.037,-0.6537
v20250113_wearDn33iot_Rapid,0,19.799999,1,0,1.5948,0.0043,0.0639,0,0.0582,-0.0524,0.9536,0.04,0.01,1,1,-6.015,0,-1.015,0,13,10.985,5,3.149,0,0,1,1.9735,1.6745,0.299,0,1,3.3,0,-0.3945,-1.0719
v20250113_wearDn33iot_Rapid,0,19.9,1,0,1.5553,-0.0075,0.0607,-0.0522,0.0555,-0.0717,1.0286,0.04,0.01,1,1,-6.596,0,-1.596,0,13,10.404,5,2.271,0,0,1,1.9735,1.65,0.3234,0,1,3.3,0,-0.2068,-1.4179
v20250113_wearDn33iot_Rapid,0,20,1,0,1.5408,0.0085,0.0554,0.0149,-0.0117,-0.036,1.0005,0.04,0.01,1,1,-4.977,0,0.023,0,13,12.023,5,2.8,0,0,1,1.9735,1.6272,0.3463,0,1,3.3,0,-0.0395,-1.2843
