time_s,eye_voltage,eye_voltage_thr,eye_cl,conf,max_nod_f,max_nod_p,buzz,
33.201000,2.7988,0.000,0,0,-16.224,-11.224,0,
33.292000,2.8004,0.000,0,0,-16.210,-11.210,0,
33.393002,2.8092,0.000,0,0,-16.211,-11.211,0,
33.493000,2.8084,0.000,0,0,-16.210,-11.210,0,
33.592999,2.7988,0.000,0,0,-16.216,-11.216,0,
33.694000,2.7859,0.000,0,0,-16.226,-11.226,0,
33.793999,2.7883,0.000,0,0,-16.219,-11.219,0,
33.894001,2.8004,0.000,0,0,-16.227,-11.227,0,
33.993999,2.8116,0.000,0,0,-16.233,-11.233,0,
34.094002,2.8068,0.000,0,0,-16.219,-11.219,0,
34.194000,2.7988,0.000,0,0,-16.212,-11.212,0,
34.294998,2.8165,0.000,0,0,-16.207,-11.207,0,
34.396000,2.8084,0.000,0,0,-16.212,-11.212,0,
34.497002,2.8076,0.000,0,0,-16.211,-11.211,0,
34.597000,2.8036,0.000,0,0,-16.207,-11.207,0,
34.696999,2.8012,0.000,0,0,-16.200,-11.200,0,
34.798000,2.8020,0.000,0,0,-16.210,-11.210,0,
34.897999,2.7899,0.000,0,0,-16.198,-11.198,0,
34.998001,2.8245,0.000,0,0,-16.203,-11.203,0,
35.098000,2.7988,0.000,0,0,-16.195,-11.195,0,
35.199001,2.8004,0.000,0,0,-16.200,-11.200,0,
35.299000,2.8004,0.000,0,0,-16.205,-11.205,0,
35.400002,2.7979,0.000,0,0,-16.202,-11.202,0,
35.500999,2.7979,0.000,0,0,-16.215,-11.215,0,
35.602001,2.8004,0.000,0,0,-16.216,-11.216,0,
35.702000,2.8270,0.000,0,0,-16.209,-11.209,0,
35.803001,2.7996,0.000,0,0,-16.214,-11.214,0,
35.903000,2.8060,0.000,0,0,-16.205,-11.205,0,
36.004002,2.8012,0.000,0,0,-16.204,-11.204,0,
36.104000,2.8350,0.000,0,0,-16.201,-11.201,0,
36.203999,2.8052,0.000,0,0,-16.213,-11.213,0,
36.304001,2.7979,0.000,0,0,-16.228,-11.228,0,
36.403999,2.9051,0.000,0,0,-16.216,-11.216,0,
36.504002,2.7891,0.000,0,0,-16.223,-11.223,0,
36.604000,2.8028,0.000,0,0,-16.232,-11.232,0,
36.705002,2.8149,0.000,0,0,-16.232,-11.232,0,
36.805000,2.8407,0.000,0,0,-16.217,-11.217,0,
36.905998,2.8141,0.000,0,0,-16.175,-11.175,0,
37.007000,2.8084,0.000,0,0,-16.212,-11.212,0,
37.106998,2.8133,0.000,0,0,-16.228,-11.228,0,
37.207001,2.8294,0.000,0,0,-16.205,-11.205,0,
37.307999,2.8044,0.000,0,0,-16.205,-11.205,0,
37.408001,2.8020,0.000,0,0,-16.216,-11.216,0,
37.507999,2.8092,0.000,0,0,-16.234,-11.234,0,
37.608002,2.8125,0.000,0,0,-16.222,-11.222,0,
37.709000,2.8141,0.000,0,0,-16.222,-11.222,0,
37.808998,2.8237,0.000,0,0,-16.234,-11.234,0,
