time_s,eye_voltage,eye_voltage_thr,eye_cl,conf,max_nod_f,max_nod_p,buzz,
335.429993,1.3345,0.000,0,0,-13.567,-8.567,0,
335.531006,1.3208,0.000,0,0,-13.473,-8.473,0,
335.631012,1.3619,0.000,0,0,-13.485,-8.485,0,
335.731995,1.3144,0.000,0,0,-13.443,-8.443,0,
335.833008,1.3216,0.000,0,0,-13.380,-8.380,0,
335.933014,1.3232,0.000,0,0,-13.471,-8.471,0,
336.033997,1.3160,0.000,0,0,-13.364,-8.364,0,
336.134003,1.3071,0.000,0,0,-13.466,-8.466,0,
336.234009,1.3216,0.000,0,0,-13.362,-8.362,0,
336.334015,1.3297,0.000,0,0,-13.509,-8.509,0,
336.434998,1.3273,0.000,0,0,-13.613,-8.613,0,
336.536011,1.3216,0.000,0,0,-13.485,-8.485,0,
336.635986,1.3700,0.000,0,0,-13.545,-8.545,0,
336.737000,1.3256,0.000,0,0,-13.516,-8.516,0,
336.837006,1.3224,0.000,0,0,-13.750,-8.750,0,
336.937012,1.3248,0.000,0,0,-13.654,-8.654,0,
337.037994,1.3353,0.000,0,0,-13.599,-8.599,0,
337.138000,1.3273,0.000,0,0,-13.502,-8.502,0,
337.239014,1.3216,0.000,0,0,-13.462,-8.462,0,
337.339996,1.3216,0.000,0,0,-13.549,-8.549,0,
337.441010,1.3200,0.000,0,0,-13.537,-8.537,0,
337.541992,1.3273,0.000,0,0,-13.546,-8.546,0,
337.641998,1.3184,0.000,0,0,-13.475,-8.475,0,
337.742004,1.3176,0.000,0,0,-13.497,-8.497,0,
337.842987,1.3442,0.000,0,0,-13.584,-8.584,0,
337.942993,1.3208,0.000,0,0,-13.523,-8.523,0,
338.042999,1.3273,0.000,0,0,-13.384,-8.384,0,
338.143005,1.3377,0.000,0,0,-13.381,-8.381,0,
338.243988,1.3385,0.000,0,0,-13.358,-8.358,0,
338.343994,1.3466,0.000,0,0,-13.575,-8.575,0,
338.445007,1.3232,0.000,0,0,-13.502,-8.502,0,
338.545990,1.3224,0.000,0,0,-13.570,-8.570,0,
338.647003,1.3232,0.000,0,0,-13.392,-8.392,0,
338.747986,1.3136,0.000,0,0,-13.490,-8.490,0,
338.848999,1.3329,0.000,0,0,-13.431,-8.431,0,
338.950012,1.3506,0.000,0,0,-13.519,-8.519,0,
339.050995,1.3289,0.000,0,0,-13.450,-8.450,0,
339.152008,1.3256,0.000,0,0,-13.300,-8.300,0,
339.252991,1.3264,0.000,0,0,-13.346,-8.346,0,
339.354004,1.3256,0.000,0,0,-13.398,-8.398,0,
339.454010,1.3256,0.000,0,0,-13.425,-8.425,0,
339.553986,1.3651,0.000,0,0,-13.472,-8.472,0,
339.654999,1.3385,0.000,0,0,-13.455,-8.455,0,
339.756012,1.3974,0.000,0,0,-13.542,-8.542,0,
339.856995,1.4046,0.000,0,0,-13.367,-8.367,0,
339.958008,1.4014,0.000,0,0,-13.290,-8.290,0,
340.058990,1.4038,0.000,0,0,-13.331,-8.331,0,
340.158997,1.4248,0.000,0,0,-13.346,-8.346,0,
340.260010,1.4054,0.000,0,0,-13.298,-8.298,0,
340.360992,1.3555,0.000,0,0,-13.217,-8.217,0,
340.460999,1.2596,0.000,0,0,-13.249,-8.249,0,
340.561005,1.2499,0.000,0,0,-13.239,-8.239,0,
340.661011,1.1959,0.000,0,0,-13.311,-8.311,0,
340.761993,1.1999,0.000,0,0,-13.196,-8.196,0,
340.862000,1.1967,0.000,0,0,-13.118,-8.118,0,
340.963013,1.2112,0.000,0,0,-13.147,-8.147,0,
341.063995,1.2322,0.000,0,0,-12.951,-7.951,0,
341.165985,1.2539,0.000,0,0,-13.232,-8.232,0,
341.265991,1.2394,0.000,0,0,-13.106,-8.106,0,
341.367004,1.2426,0.000,0,0,-13.253,-8.253,0,
341.467987,1.2491,0.000,0,0,-13.282,-8.282,0,
341.567993,1.2491,0.000,0,0,-13.206,-8.206,0,
341.667999,1.2362,0.000,0,0,-13.239,-8.239,0,
341.769012,1.2459,0.000,0,0,-13.214,-8.214,0,
341.868988,1.2499,0.000,0,0,-13.299,-8.299,0,
341.970001,1.2692,0.000,0,0,-13.217,-8.217,0,
342.070007,1.2531,0.000,0,0,-13.345,-8.345,0,
342.170990,1.2483,0.000,0,0,-13.422,-8.422,0,
342.270996,1.2515,0.000,0,0,-13.557,-8.557,0,
342.372009,1.2499,0.000,0,0,-13.561,-8.561,0,
342.472992,1.2499,0.000,0,0,-13.487,-8.487,0,
342.572998,1.2257,0.000,0,0,-13.409,-8.409,0,
342.673004,1.2491,0.000,0,0,-13.495,-8.495,0,
342.773010,1.2845,0.000,0,0,-13.467,-8.467,0,
342.872986,1.2426,0.000,0,0,-13.367,-8.367,0,
342.973999,1.2483,0.000,0,0,-13.167,-8.167,0,
343.075012,1.2459,0.000,0,0,-13.141,-8.141,0,
343.174988,1.2733,0.000,0,0,-13.124,-8.124,0,
343.274994,1.2451,0.000,0,0,-13.086,-8.086,0,
343.375000,1.2628,0.000,0,0,-13.151,-8.151,0,
343.476013,1.2418,0.000,0,0,-13.011,-8.011,0,
343.576996,1.2418,0.000,0,0,-13.181,-8.181,0,
343.677002,1.2515,0.000,0,0,-13.003,-8.003,0,
343.777008,1.2451,0.000,0,0,-13.119,-8.119,0,
343.877991,1.2434,0.000,0,0,-12.882,-7.882,0,
343.979004,1.2588,0.000,0,0,-12.991,-7.991,0,
344.079987,1.2459,0.000,0,0,-13.005,-8.005,0,
344.181000,1.2241,0.000,0,0,-12.962,-7.962,0,
344.281006,1.2370,0.000,0,0,-13.096,-8.096,0,
344.381012,1.2451,0.000,0,0,-12.991,-7.991,0,
344.480988,1.2434,0.000,0,0,-13.161,-8.161,0,
344.582001,1.2265,0.000,0,0,-13.036,-8.036,0,
344.683014,1.2305,0.000,0,0,-12.983,-7.983,0,
344.782990,1.2459,0.000,0,0,-13.006,-8.006,0,
344.884003,1.2523,0.000,0,0,-12.954,-7.954,0,
344.984009,1.2354,0.000,0,0,-13.047,-8.047,0,
345.084991,1.2402,0.000,0,0,-13.081,-8.081,0,
345.186005,1.2547,0.000,0,0,-13.072,-8.072,0,
345.286987,1.2531,0.000,0,0,-13.036,-8.036,0,
345.388000,1.2410,0.000,0,0,-13.183,-8.183,0,
345.488007,1.2394,0.000,0,0,-13.107,-8.107,0,
345.588989,1.2394,0.000,0,0,-13.156,-8.156,0,
345.690002,1.2394,0.000,0,0,-13.167,-8.167,0,
345.790009,1.2483,0.000,0,0,-13.071,-8.071,0,
345.890991,1.2386,0.000,0,0,-13.186,-8.186,0,
345.990997,1.2451,0.000,0,0,-13.159,-8.159,0,
346.092010,1.2467,0.000,0,0,-13.225,-8.225,0,
346.191986,1.3224,0.000,0,0,-13.243,-8.243,0,
346.291992,1.2531,0.000,0,0,-13.071,-8.071,0,
346.393005,1.2475,0.000,0,0,-13.104,-8.104,0,
346.493988,1.2467,0.000,0,0,-13.116,-8.116,0,
346.595001,1.2483,0.000,0,0,-13.083,-8.083,0,
346.696014,1.2378,0.000,0,0,-12.837,-7.837,0,
346.795990,1.2426,0.000,0,0,-12.889,-7.889,0,
346.895996,1.2475,0.000,0,0,-12.934,-7.934,0,
346.996002,1.2338,0.000,0,0,-12.812,-7.812,0,
347.096985,1.2330,0.000,0,0,-12.812,-7.812,0,
347.196991,1.2467,0.000,0,0,-12.726,-7.726,0,
347.296997,1.2354,0.000,0,0,-12.569,-7.569,0,
347.398987,1.2249,0.000,0,0,-12.550,-7.550,0,
347.500000,1.2394,0.000,0,0,-12.483,-7.483,0,
347.600006,1.2418,0.000,0,0,-12.310,-7.310,0,
347.700989,1.2555,0.000,0,0,-12.339,-7.339,0,
347.800995,1.2362,0.000,0,0,-12.494,-7.494,0,
347.902008,1.2596,0.000,0,0,-12.384,-7.384,0,
348.002991,1.2394,0.000,0,0,-12.357,-7.357,0,
348.104004,1.2507,0.000,0,0,-12.304,-7.304,0,
348.204987,1.2426,0.000,0,0,-12.352,-7.352,0,
348.304993,1.2338,0.000,0,0,-12.441,-7.441,0,
348.404999,1.2620,0.000,0,0,-12.354,-7.354,0,
348.506012,1.2370,0.000,0,0,-12.339,-7.339,0,
348.606995,1.2330,0.000,0,0,-12.329,-7.329,0,
348.708008,1.2370,0.000,0,0,-12.406,-7.406,0,
348.808990,1.2338,0.000,0,0,-12.373,-7.373,0,
348.908997,1.2346,0.000,0,0,-12.403,-7.403,0,
349.009003,1.2297,0.000,0,0,-12.503,-7.503,0,
349.109009,1.2475,0.000,0,0,-12.375,-7.375,0,
349.209015,1.2297,0.000,0,0,-12.364,-7.364,0,
349.308990,1.2354,0.000,0,0,-12.555,-7.555,0,
349.410004,1.2265,0.000,0,0,-12.455,-7.455,0,
349.510986,1.2370,0.000,0,0,-12.480,-7.480,0,
349.610992,1.2330,0.000,0,0,-12.498,-7.498,0,
349.710999,1.2386,0.000,0,0,-12.415,-7.415,0,
349.812012,1.2426,0.000,0,0,-12.531,-7.531,0,
349.912994,1.2297,0.000,0,0,-12.550,-7.550,0,
350.013000,1.2370,0.000,0,0,-12.379,-7.379,0,
350.113007,1.2346,0.000,0,0,-12.567,-7.567,0,
350.213013,1.2346,0.000,0,0,-12.548,-7.548,0,
350.313995,1.2620,0.000,0,0,-12.559,-7.559,0,
350.414001,1.2434,0.000,0,0,-12.518,-7.518,0,
350.514008,1.2499,0.000,0,0,-12.488,-7.488,0,
350.614990,1.2338,0.000,0,0,-12.540,-7.540,0,
350.716003,1.2394,0.000,0,0,-12.524,-7.524,0,
350.816010,1.2354,0.000,0,0,-12.516,-7.516,0,
350.915985,1.2870,0.000,0,0,-12.299,-7.299,0,
351.016998,1.2434,0.000,0,0,-12.352,-7.352,0,
351.118011,1.2378,0.000,0,0,-12.349,-7.349,0,
351.218994,1.2410,0.000,0,0,-12.334,-7.334,0,
351.319000,1.2410,0.000,0,0,-12.138,-7.138,0,
351.420013,1.2394,0.000,0,0,-12.263,-7.263,0,
351.519989,1.2426,0.000,0,0,-12.069,-7.069,0,
351.619995,1.2467,0.000,0,0,-12.187,-7.187,0,
351.721008,1.2394,0.000,0,0,-12.104,-7.104,0,
351.821014,1.2346,0.000,0,0,-12.154,-7.154,0,
351.921997,1.2314,0.000,0,0,-12.196,-7.196,0,
352.023010,1.2579,0.000,0,0,-12.120,-7.120,0,
352.123993,1.2491,0.000,0,0,-12.124,-7.124,0,
352.223999,1.2322,0.000,0,0,-12.164,-7.164,0,
352.325012,1.2297,0.000,0,0,-12.053,-7.053,0,
352.424988,1.3377,0.000,0,0,-12.146,-7.146,0,
352.524994,1.2322,0.000,0,0,-12.095,-7.095,0,
352.626007,1.2354,0.000,0,0,-12.212,-7.212,0,
352.726990,1.2378,0.000,0,0,-12.345,-7.345,0,
352.828003,1.2483,0.000,0,0,-12.456,-7.456,0,
352.928986,1.2467,0.000,0,0,-12.469,-7.469,0,
353.029999,1.2402,0.000,0,0,-12.351,-7.351,0,
353.130005,1.2426,0.000,0,0,-12.383,-7.383,0,
353.230011,1.2386,0.000,0,0,-12.212,-7.212,0,
353.329987,1.2507,0.000,0,0,-12.278,-7.278,0,
353.431000,1.2676,0.000,0,0,-12.147,-7.147,0,
353.531006,1.2483,0.000,0,0,-12.316,-7.316,0,
353.631989,1.2507,0.000,0,0,-12.267,-7.267,0,
353.731995,1.2499,0.000,0,0,-12.316,-7.316,0,
353.832001,1.2797,0.000,0,0,-12.306,-7.306,0,
353.932007,1.2378,0.000,0,0,-12.286,-7.286,0,
354.032013,1.2346,0.000,0,0,-12.334,-7.334,0,
354.132996,1.2499,0.000,0,0,-12.332,-7.332,0,
354.234009,1.2539,0.000,0,0,-12.322,-7.322,0,
354.334991,1.2491,0.000,0,0,-12.298,-7.298,0,
354.436005,1.2281,0.000,0,0,-12.379,-7.379,0,
354.536987,1.2467,0.000,0,0,-12.399,-7.399,0,
354.638000,1.2370,0.000,0,0,-12.267,-7.267,0,
354.738007,1.2837,0.000,0,0,-12.366,-7.366,0,
354.838013,1.2483,0.000,0,0,-12.214,-7.214,0,
354.938995,1.2378,0.000,0,0,-12.096,-7.096,0,
355.039001,1.2515,0.000,0,0,-11.935,-6.935,0,
355.139008,1.2563,0.000,0,0,-11.902,-6.902,0,
355.239014,1.2491,0.000,0,0,-11.926,-6.926,0,
355.338989,1.2579,0.000,0,0,-11.941,-6.941,0,
355.438995,1.2741,0.000,0,0,-11.949,-6.949,0,
355.539001,1.1919,0.000,0,0,-11.967,-6.967,0,
355.640015,1.2346,0.000,0,0,-11.888,-6.888,0,
355.739990,1.2950,0.000,0,0,-11.846,-6.846,0,
355.839996,1.3941,0.000,0,0,-11.830,-6.830,0,
355.941010,1.3885,0.000,0,0,-11.776,-6.776,0,
356.040985,1.3732,0.000,0,0,-11.824,-6.824,0,
356.141998,1.3788,0.000,0,0,-12.040,-7.040,0,
356.242004,1.3853,0.000,0,0,-11.953,-6.953,0,
356.342010,1.3909,0.000,0,0,-12.052,-7.052,0,
356.442993,1.4256,0.000,0,0,-12.005,-7.005,0,
356.542999,1.3901,0.000,0,0,-12.004,-7.004,0,
356.643005,1.3974,0.000,0,0,-12.152,-7.152,0,
356.743988,1.3990,0.000,0,0,-12.139,-7.139,0,
356.843994,1.4288,0.000,0,0,-12.113,-7.113,0,
356.945007,1.3917,0.000,0,0,-11.993,-6.993,0,
357.045990,1.3949,0.000,0,0,-12.089,-7.089,0,
357.145996,1.3538,0.000,0,0,-12.124,-7.124,0,
357.247009,1.3579,0.000,0,0,-12.153,-7.153,0,
357.347992,1.3764,0.000,0,0,-12.129,-7.129,0,
357.447998,1.3498,0.000,0,0,-12.201,-7.201,0,
357.548004,1.3748,0.000,0,0,-12.168,-7.168,0,
357.648010,1.3377,0.000,0,0,-12.192,-7.192,0,
357.747986,1.2966,0.000,0,0,-12.242,-7.242,0,
357.848999,1.2870,0.000,0,0,-12.230,-7.230,0,
357.950012,1.2829,0.000,0,0,-12.205,-7.205,0,
358.050995,1.2781,0.000,0,0,-12.211,-7.211,0,
358.151001,1.3079,0.000,0,0,-12.111,-7.111,0,
358.251007,1.2926,0.000,0,0,-12.108,-7.108,0,
358.351013,1.3224,0.000,0,0,-12.110,-7.110,0,
358.451996,1.3136,0.000,0,0,-12.097,-7.097,0,
358.552002,1.3152,0.000,0,0,-11.902,-6.902,0,
358.652008,1.3861,0.000,0,0,-11.935,-6.935,0,
358.752014,1.3933,0.000,0,0,-11.999,-6.999,0,
358.851990,1.3885,0.000,0,0,-11.849,-6.849,0,
358.951996,1.3893,0.000,0,0,-12.042,-7.042,0,
359.053009,1.3925,0.000,0,0,-11.985,-6.985,0,
359.153015,1.3893,0.000,0,0,-11.899,-6.899,0,
359.252991,1.3595,0.000,0,0,-11.832,-6.832,0,
359.354004,1.3619,0.000,0,0,-11.923,-6.923,0,
359.454010,1.3530,0.000,0,0,-11.981,-6.981,0,
359.553986,1.3538,0.000,0,0,-12.001,-7.001,0,
359.654999,1.3579,0.000,0,0,-12.023,-7.023,0,
359.756012,1.3667,0.000,0,0,-12.001,-7.001,0,
359.856995,1.4030,0.000,0,0,-11.929,-6.929,0,
359.957001,1.3990,0.000,0,0,-12.163,-7.163,0,
360.057007,1.4030,0.000,0,0,-12.007,-7.007,0,
360.157990,1.3885,0.000,0,0,-12.065,-7.065,0,
360.259003,1.3982,0.000,0,0,-12.141,-7.141,0,
360.359985,1.3974,0.000,0,0,-12.177,-7.177,0,
360.459991,1.4038,0.000,0,0,-12.115,-7.115,0,
360.561005,1.3982,0.000,0,0,-12.210,-7.210,0,
360.661987,1.3917,0.000,0,0,-12.182,-7.182,0,
360.763000,1.3966,0.000,0,0,-12.095,-7.095,0,
360.864014,1.3909,0.000,0,0,-12.205,-7.205,0,
360.963989,1.3829,0.000,0,0,-12.074,-7.074,0,
361.065002,1.3933,0.000,0,0,-12.181,-7.181,0,
361.166992,1.4312,0.000,0,0,-12.130,-7.130,0,
361.268005,1.3087,0.000,0,0,-12.152,-7.152,0,
361.368011,1.2950,0.000,0,0,-12.362,-7.362,0,
361.467987,1.2676,0.000,0,0,-12.392,-7.392,0,
361.567993,1.2620,0.000,0,0,-12.341,-7.341,0,
361.667999,1.2579,0.000,0,0,-12.232,-7.232,0,
361.769012,1.2483,0.000,0,0,-12.316,-7.316,0,
361.868988,1.2547,0.000,0,0,-12.237,-7.237,0,
361.970001,1.2926,0.000,0,0,-12.184,-7.184,0,
362.071014,1.2845,0.000,0,0,-12.015,-7.015,0,
362.170990,1.2837,0.000,0,0,-12.036,-7.036,0,
362.272003,1.2668,0.000,0,0,-12.118,-7.118,0,
362.372009,1.2950,0.000,0,0,-12.147,-7.147,0,
362.471985,1.2676,0.000,0,0,-12.143,-7.143,0,
362.571991,1.2765,0.000,0,0,-12.097,-7.097,0,
362.673004,1.2765,0.000,0,0,-11.899,-6.899,0,
362.773987,1.2781,0.000,0,0,-11.940,-6.940,0,
362.875000,1.2789,0.000,0,0,-11.938,-6.938,0,
362.976013,1.2886,0.000,0,0,-11.919,-6.919,0,
363.076996,1.2668,0.000,0,0,-11.913,-6.913,0,
363.177002,1.3047,0.000,0,0,-12.015,-7.015,0,
363.278015,1.3119,0.000,0,0,-11.955,-6.955,0,
363.378998,1.2797,0.000,0,0,-11.948,-6.948,0,
363.479004,1.2725,0.000,0,0,-12.097,-7.097,0,
363.579010,1.2797,0.000,0,0,-12.018,-7.018,0,
363.678986,1.2725,0.000,0,0,-11.984,-6.984,0,
363.778992,1.2652,0.000,0,0,-11.986,-6.986,0,
363.880005,1.2813,0.000,0,0,-12.066,-7.066,0,
363.980011,1.2862,0.000,0,0,-12.019,-7.019,0,
364.080994,1.2797,0.000,0,0,-12.111,-7.111,0,
364.181000,1.2870,0.000,0,0,-12.111,-7.111,0,
364.281006,1.2765,0.000,0,0,-12.228,-7.228,0,
364.381989,1.2813,0.000,0,0,-12.259,-7.259,0,
364.483002,1.2813,0.000,0,0,-12.140,-7.140,0,
364.584015,1.2845,0.000,0,0,-12.256,-7.256,0,
364.683990,1.2797,0.000,0,0,-12.228,-7.228,0,
364.783997,1.2829,0.000,0,0,-12.281,-7.281,0,
364.884003,1.2853,0.000,0,0,-12.302,-7.302,0,
364.984009,1.2926,0.000,0,0,-12.308,-7.308,0,
365.084015,1.2910,0.000,0,0,-12.336,-7.336,0,
365.184998,1.2813,0.000,0,0,-12.330,-7.330,0,
365.285004,1.2789,0.000,0,0,-12.324,-7.324,0,
365.385010,1.2805,0.000,0,0,-12.249,-7.249,0,
365.485992,1.2886,0.000,0,0,-12.286,-7.286,0,
365.587006,1.2749,0.000,0,0,-12.245,-7.245,0,
365.687988,1.2813,0.000,0,0,-12.368,-7.368,0,
365.787994,1.2829,0.000,0,0,-12.287,-7.287,0,
365.888000,1.3111,0.000,0,0,-12.301,-7.301,0,
365.988007,1.2853,0.000,0,0,-12.279,-7.279,0,
366.088013,1.2813,0.000,0,0,-12.164,-7.164,0,
366.187988,1.3087,0.000,0,0,-12.316,-7.316,0,
366.289001,1.2805,0.000,0,0,-12.268,-7.268,0,
366.390015,1.2853,0.000,0,0,-12.145,-7.145,0,
366.489990,1.2837,0.000,0,0,-12.325,-7.325,0,
366.589996,1.2773,0.000,0,0,-12.144,-7.144,0,
366.691010,1.3031,0.000,0,0,-12.101,-7.101,0,
366.790985,1.2837,0.000,0,0,-12.014,-7.014,0,
366.890991,1.2773,0.000,0,0,-11.982,-6.982,0,
366.992004,1.2765,0.000,0,0,-12.079,-7.079,0,
367.092010,1.2749,0.000,0,0,-12.136,-7.136,0,
367.191986,1.2837,0.000,0,0,-12.149,-7.149,0,
367.291992,1.2797,0.000,0,0,-12.164,-7.164,0,
367.391998,1.2829,0.000,0,0,-12.216,-7.216,0,
367.492004,1.2805,0.000,0,0,-12.185,-7.185,0,
367.592987,1.2918,0.000,0,0,-12.212,-7.212,0,
367.694000,1.2805,0.000,0,0,-12.306,-7.306,0,
367.794006,1.3160,0.000,0,0,-12.267,-7.267,0,
367.894012,1.2813,0.000,0,0,-12.310,-7.310,0,
367.994995,1.2781,0.000,0,0,-12.359,-7.359,0,
368.096008,1.2966,0.000,0,0,-12.379,-7.379,0,
368.196014,1.2862,0.000,0,0,-12.474,-7.474,0,
368.295990,1.2886,0.000,0,0,-12.397,-7.397,0,
368.395996,1.2853,0.000,0,0,-12.456,-7.456,0,
368.496002,1.2829,0.000,0,0,-12.370,-7.370,0,
368.596008,1.2620,0.000,0,0,-12.464,-7.464,0,
368.696014,1.2845,0.000,0,0,-12.414,-7.414,0,
368.795990,1.2692,0.000,0,0,-12.427,-7.427,0,
368.895996,1.2845,0.000,0,0,-12.481,-7.481,0,
368.996002,1.2821,0.000,0,0,-12.458,-7.458,0,
369.096008,1.2781,0.000,0,0,-12.520,-7.520,0,
369.196991,1.2862,0.000,0,0,-12.503,-7.503,0,
369.296997,1.2974,0.000,0,0,-12.467,-7.467,0,
369.398010,1.2829,0.000,0,0,-12.317,-7.317,0,
369.498993,1.2789,0.000,0,0,-12.320,-7.320,0,
369.600006,1.2676,0.000,0,0,-12.485,-7.485,0,
369.700012,1.2862,0.000,0,0,-12.515,-7.515,0,
369.799988,1.2773,0.000,0,0,-12.389,-7.389,0,
369.899994,1.3055,0.000,0,0,-12.354,-7.354,0,
