key_Rapid,cTime,eye_voltage_norm,FLT_THR_POS,FRZ_THR_POS,eye_closed,eye_closed_confirmed,max_nod_f,max_nod_p,head_buzz,eye_buzz,lt_state,st_state,dltst,freeze
v20250113_pro0n33iot_Rapid,84.123001,1.1403,0,,0,0,46.924,51.924,1,,,,,
v20250113_pro0n33iot_Rapid,84.223999,1.1403,0,,0,0,47.47,52.47,1,,,,,
v20250113_pro0n33iot_Rapid,84.324997,1.1451,0,,0,0,47.507,52.507,1,,,,,
v20250113_pro0n33iot_Rapid,84.426003,1.15,0,,0,0,47.729,52.729,1,,,,,
v20250113_pro0n33iot_Rapid,84.526001,1.1975,0,,0,0,47.503,52.503,1,,,,,
v20250113_pro0n33iot_Rapid,84.626999,1.1621,0,,0,0,47.913,52.913,1,,,,,
v20250113_pro0n33iot_Rapid,84.726997,1.1524,0,,0,0,48.115,53.115,1,,,,,
v20250113_pro0n33iot_Rapid,84.828003,1.1685,0,,0,0,48.021,53.021,1,,,,,
v20250113_pro0n33iot_Rapid,84.928001,1.1685,0,,0,0,47.971,52.971,1,,,,,
v20250113_pro0n33iot_Rapid,85.028999,1.1822,0,,0,0,48.014,53.014,1,,,,,
v20250113_pro0n33iot_Rapid,85.128998,1.1661,0,,0,0,48.13,53.13,1,,,,,
v20250113_pro0n33iot_Rapid,85.230003,1.1588,0,,0,0,48.2,53.2,1,,,,,
v20250113_pro0n33iot_Rapid,85.330002,1.1637,0,,0,0,48.111,53.111,1,,,,,
v20250113_pro0n33iot_Rapid,85.431,1.1717,0,,0,0,48.11,53.11,1,,,,,
v20250113_pro0n33iot_Rapid,85.530998,1.1774,0,,0,0,48.04,53.04,1,,,,,
v20250113_pro0n33iot_Rapid,85.632004,1.1749,0,,0,0,47.95,52.95,1,,,,,
v20250113_pro0n33iot_Rapid,85.733002,1.1709,0,,0,0,48.023,53.023,1,,,,,
v20250113_pro0n33iot_Rapid,85.833,1.2112,0,,0,0,47.969,52.969,1,,,,,
v20250113_pro0n33iot_Rapid,85.933998,1.1733,0,,0,0,48.012,53.012,1,,,,,
v20250113_pro0n33iot_Rapid,86.033997,1.1467,0,,0,0,47.88,52.88,1,,,,,
v20250113_pro0n33iot_Rapid,86.135002,1.1524,0,,0,0,48.012,53.012,1,,,,,
v20250113_pro0n33iot_Rapid,86.236,1.1693,0,,0,0,48.09,53.09,1,,,,,
v20250113_pro0n33iot_Rapid,86.335999,1.1492,0,,0,0,47.871,52.871,1,,,,,
v20250113_pro0n33iot_Rapid,86.435997,1.1733,0,,0,0,48.017,53.017,1,,,,,
v20250113_pro0n33iot_Rapid,86.536003,1.1774,0,,0,0,47.918,52.918,1,,,,,
v20250113_pro0n33iot_Rapid,86.636002,1.1709,0,,0,0,47.805,52.805,1,,,,,
v20250113_pro0n33iot_Rapid,86.737,1.187,0,,0,0,48.006,53.006,1,,,,,
v20250113_pro0n33iot_Rapid,86.836998,1.1766,0,,0,0,47.889,52.889,1,,,,,
v20250113_pro0n33iot_Rapid,86.938004,1.1806,0,,0,0,47.985,52.985,1,,,,,
v20250113_pro0n33iot_Rapid,87.039001,1.1878,0,,0,0,47.896,52.896,1,,,,,
v20250113_pro0n33iot_Rapid,87.139999,1.1782,0,,0,0,46.974,51.974,1,,,,,
v20250113_pro0n33iot_Rapid,87.240997,1.2459,0,,0,0,40.175,45.175,1,,,,,
v20250113_pro0n33iot_Rapid,87.341003,1.349,0,,0,0,26.947,31.947,1,,,,,
v20250113_pro0n33iot_Rapid,87.441002,1.374,0,,0,0,8.565,13.565,1,,,,,
v20250113_pro0n33iot_Rapid,87.541,1.3861,0,,0,0,-2.814,2.186,1,,,,,
v20250113_pro0n33iot_Rapid,87.640999,1.3893,0,,0,0,-10.295,-5.295,0,,,,,
,tone stopped,,,,,,,,,,,,,
v20250113_pro0n33iot_Rapid,87.741997,1.3933,0,,0,0,-12.31,-7.31,0,,,,,
v20250113_pro0n33iot_Rapid,87.842003,1.3958,0,,0,0,-12.543,-7.543,0,,,,,
v20250113_pro0n33iot_Rapid,87.942001,1.3861,0,,0,0,-12.417,-7.417,0,,,,,
v20250113_pro0n33iot_Rapid,88.042999,1.3869,0,,0,0,-12.576,-7.576,0,,,,,
v20250113_pro0n33iot_Rapid,88.142998,1.3909,0,,0,0,-12.567,-7.567,0,,,,,
v20250113_pro0n33iot_Rapid,88.244003,1.3861,0,,0,0,-12.509,-7.509,0,,,,,
v20250113_pro0n33iot_Rapid,88.344002,1.3893,0,,0,0,-12.803,-7.803,0,,,,,
v20250113_pro0n33iot_Rapid,88.445,1.3885,0,,0,0,-12.721,-7.721,0,,,,,
v20250113_pro0n33iot_Rapid,88.544998,1.3877,0,,0,0,-12.899,-7.899,0,,,,,
v20250113_pro0n33iot_Rapid,88.646004,1.3901,0,,0,0,-13.837,-8.837,0,,,,,
v20250113_pro0n33iot_Rapid,88.747002,1.3853,0,,0,0,-14.025,-9.025,0,,,,,
v20250113_pro0n33iot_Rapid,88.847,1.3861,0,,0,0,-13.879,-8.879,0,,,,,
v20250113_pro0n33iot_Rapid,88.947998,1.3925,0,,0,0,-13.377,-8.377,0,,,,,
v20250113_pro0n33iot_Rapid,89.049004,1.3901,0,,0,0,-13.218,-8.218,0,,,,,
v20250113_pro0n33iot_Rapid,89.150002,1.3949,0,,0,0,-12.761,-7.761,0,,,,,
v20250113_pro0n33iot_Rapid,89.250999,1.4159,0,,0,0,-12.98,-7.98,0,,,,,
v20250113_pro0n33iot_Rapid,89.350998,1.4119,0,,0,0,-11.276,-6.276,0,,,,,
v20250113_pro0n33iot_Rapid,89.450996,1.3901,0,,0,0,-11.12,-6.12,0,,,,,
v20250113_pro0n33iot_Rapid,89.551003,1.399,0,,0,0,-11.259,-6.259,0,,,,,
v20250113_pro0n33iot_Rapid,89.652,1.3861,0,,0,0,-11.163,-6.163,0,,,,,
v20250113_pro0n33iot_Rapid,89.752998,1.3933,0,,0,0,-11.587,-6.587,0,,,,,
v20250113_pro0n33iot_Rapid,89.853996,1.4078,0,,0,0,-12.021,-7.021,0,,,,,
v20250113_pro0n33iot_Rapid,89.955002,1.3788,0,,0,0,-12.871,-7.871,0,,,,,
v20250113_pro0n33iot_Rapid,90.056,1.3949,0,,0,0,-12.611,-7.611,0,,,,,
v20250113_pro0n33iot_Rapid,90.155998,1.3949,0,,0,0,-13.399,-8.399,0,,,,,
v20250113_pro0n33iot_Rapid,90.255997,1.3877,0,,0,0,-13.613,-8.613,0,,,,,
v20250113_pro0n33iot_Rapid,90.357002,1.3933,0,,0,0,-13.851,-8.851,0,,,,,
v20250113_pro0n33iot_Rapid,90.458,1.3804,0,,0,0,-13.952,-8.952,0,,,,,
v20250113_pro0n33iot_Rapid,90.557999,1.3901,0,,0,0,-13.939,-8.939,0,,,,,
v20250113_pro0n33iot_Rapid,90.657997,1.3909,0,,0,0,-14.028,-9.028,0,,,,,
v20250113_pro0n33iot_Rapid,90.759003,1.3966,0,,0,0,-13.912,-8.912,0,,,,,
v20250113_pro0n33iot_Rapid,90.860001,1.3949,0,,0,0,-14.045,-9.045,0,,,,,
v20250113_pro0n33iot_Rapid,90.959999,1.4014,0,,0,0,-14.023,-9.023,0,,,,,
v20250113_pro0n33iot_Rapid,91.060997,1.3941,0,,0,0,-14.133,-9.133,0,,,,,
v20250113_pro0n33iot_Rapid,91.161003,1.3982,0,,0,0,-13.876,-8.876,0,,,,,
v20250113_pro0n33iot_Rapid,91.262001,1.2281,0,,0,0,-6.962,-1.962,0,,,,,
v20250113_pro0n33iot_Rapid,91.362,1.2305,0,,0,0,10.688,15.688,1,,,,,
,grav tone played,,,,,,,,,,,,,
v20250113_pro0n33iot_Rapid,91.461998,1.1484,0,,0,0,24.062,29.062,1,,,,,
v20250113_pro0n33iot_Rapid,91.561996,1.1347,0,,0,0,33.816,38.816,1,,,,,
v20250113_pro0n33iot_Rapid,91.663002,1.1338,0,,0,0,39.532,44.532,1,,,,,
v20250113_pro0n33iot_Rapid,91.764,1.121,0,,0,0,43.085,48.085,1,,,,,
v20250113_pro0n33iot_Rapid,91.864998,1.129,0,,0,0,44.97,49.97,1,,,,,
v20250113_pro0n33iot_Rapid,91.966003,1.1621,0,,0,0,46.421,51.421,1,,,,,
v20250113_pro0n33iot_Rapid,92.067001,1.1371,0,,0,0,46.97,51.97,1,,,,,
v20250113_pro0n33iot_Rapid,92.167999,1.1411,0,,0,0,47.717,52.717,1,,,,,
v20250113_pro0n33iot_Rapid,92.268997,1.1725,0,,0,0,47.916,52.916,1,,,,,
v20250113_pro0n33iot_Rapid,92.370003,1.1435,0,,0,0,48.268,53.268,1,,,,,
v20250113_pro0n33iot_Rapid,92.470001,1.1548,0,,0,0,48.294,53.294,1,,,,,
v20250113_pro0n33iot_Rapid,92.57,1.1459,0,,0,0,48.377,53.377,1,,,,,
v20250113_pro0n33iot_Rapid,92.670998,1.1548,0,,0,0,48.45,53.45,1,,,,,
v20250113_pro0n33iot_Rapid,92.772003,1.1935,0,,0,0,48.358,53.358,1,,,,,
v20250113_pro0n33iot_Rapid,92.873001,1.1895,0,,0,0,48.321,53.321,1,,,,,
v20250113_pro0n33iot_Rapid,92.973,1.1516,0,,0,0,48.102,53.102,1,,,,,
v20250113_pro0n33iot_Rapid,93.073997,1.1854,0,,0,0,48.062,53.062,1,,,,,
v20250113_pro0n33iot_Rapid,93.174004,1.1572,0,,0,0,48.198,53.198,1,,,,,
v20250113_pro0n33iot_Rapid,93.274002,1.1645,0,,0,0,48.322,53.322,1,,,,,
v20250113_pro0n33iot_Rapid,93.375,1.1556,0,,0,0,48.109,53.109,1,,,,,
v20250113_pro0n33iot_Rapid,93.475998,1.1459,0,,0,0,48.256,53.256,1,,,,,
v20250113_pro0n33iot_Rapid,93.575996,1.1645,0,,0,0,47.989,52.989,1,,,,,
v20250113_pro0n33iot_Rapid,93.677002,1.1475,0,,0,0,48.016,53.016,1,,,,,
v20250113_pro0n33iot_Rapid,93.777,1.1459,0,,0,0,47.859,52.859,1,,,,,
v20250113_pro0n33iot_Rapid,93.877998,1.1338,0,,0,0,47.729,52.729,1,,,,,
v20250113_pro0n33iot_Rapid,93.977997,1.1379,0,,0,0,47.684,52.684,1,,,,,
v20250113_pro0n33iot_Rapid,94.079002,1.1693,0,,0,0,47.629,52.629,1,,,,,
v20250113_pro0n33iot_Rapid,94.18,1.1878,0,,0,0,47.482,52.482,1,,,,,
v20250113_pro0n33iot_Rapid,94.280998,1.187,0,,0,0,47.514,52.514,1,,,,,
v20250113_pro0n33iot_Rapid,94.382004,1.2104,0,,0,0,47.278,52.278,1,,,,,
v20250113_pro0n33iot_Rapid,94.482002,1.2104,0,,0,0,47.139,52.139,1,,,,,
v20250113_pro0n33iot_Rapid,94.582001,1.1701,0,,0,0,46.902,51.902,1,,,,,
v20250113_pro0n33iot_Rapid,94.681999,1.1701,0,,0,0,46.655,51.655,1,,,,,
v20250113_pro0n33iot_Rapid,94.781998,1.1596,0,,0,0,46.43,51.43,1,,,,,
v20250113_pro0n33iot_Rapid,94.883003,1.1677,0,,0,0,46.356,51.356,1,,,,,
v20250113_pro0n33iot_Rapid,94.984001,1.1927,0,,0,0,46.486,51.486,1,,,,,
v20250113_pro0n33iot_Rapid,95.084999,1.2048,0,,0,0,46.36,51.36,1,,,,,
v20250113_pro0n33iot_Rapid,95.184998,1.1621,0,,0,0,45.095,50.095,1,,,,,
v20250113_pro0n33iot_Rapid,95.285004,1.2402,0,,0,0,30.782,35.782,1,,,,,
v20250113_pro0n33iot_Rapid,95.386002,1.3144,0,,0,0,12.864,17.864,1,,,,,
v20250113_pro0n33iot_Rapid,95.486,1.3627,0,,0,0,-2.764,2.236,1,,,,,
v20250113_pro0n33iot_Rapid,95.585999,1.3708,0,,0,0,-11.628,-6.628,0,,,,,
,tone stopped,,,,,,,,,,,,,
v20250113_pro0n33iot_Rapid,95.685997,1.4119,0,,0,0,-11.786,-6.786,0,,,,,
v20250113_pro0n33iot_Rapid,95.786003,1.3804,0,,0,0,-11.184,-6.184,0,,,,,
v20250113_pro0n33iot_Rapid,95.886002,1.3708,0,,0,0,-10.346,-5.346,0,,,,,
v20250113_pro0n33iot_Rapid,95.987,1.3998,0,,0,0,-10.018,-5.018,0,,,,,
v20250113_pro0n33iot_Rapid,96.087997,1.3764,0,,0,0,-10.846,-5.846,0,,,,,
v20250113_pro0n33iot_Rapid,96.189003,1.3804,0,,0,0,-11.184,-6.184,0,,,,,
v20250113_pro0n33iot_Rapid,96.289001,1.3837,0,,0,0,-11.566,-6.566,0,,,,,
v20250113_pro0n33iot_Rapid,96.389,1.3796,0,,0,0,-11.191,-6.191,0,,,,,
v20250113_pro0n33iot_Rapid,96.489998,1.3804,0,,0,0,-10.966,-5.966,0,,,,,
v20250113_pro0n33iot_Rapid,96.591003,1.3764,0,,0,0,-11.823,-6.823,0,,,,,
v20250113_pro0n33iot_Rapid,96.692001,1.3684,0,,0,0,-12.861,-7.861,0,,,,,
v20250113_pro0n33iot_Rapid,96.792999,1.3732,0,,0,0,-12.603,-7.603,0,,,,,
v20250113_pro0n33iot_Rapid,96.893997,1.3732,0,,0,0,-12.96,-7.96,0,,,,,
v20250113_pro0n33iot_Rapid,96.995003,1.3651,0,,0,0,-13.908,-8.908,0,,,,,
v20250113_pro0n33iot_Rapid,97.096001,1.3941,0,,0,0,-12.767,-7.767,0,,,,,
v20250113_pro0n33iot_Rapid,97.195999,1.3635,0,,0,0,-13.109,-8.109,0,,,,,
v20250113_pro0n33iot_Rapid,97.296997,1.3692,0,,0,0,-12.958,-7.958,0,,,,,
v20250113_pro0n33iot_Rapid,97.398003,1.3845,0,,0,0,-12.571,-7.571,0,,,,,
v20250113_pro0n33iot_Rapid,97.498001,1.3837,0,,0,0,-12.37,-7.37,0,,,,,
v20250113_pro0n33iot_Rapid,97.598,1.3853,0,,0,0,-13.336,-8.336,0,,,,,
v20250113_pro0n33iot_Rapid,97.697998,1.3724,0,,0,0,-13.91,-8.91,0,,,,,
v20250113_pro0n33iot_Rapid,97.797997,1.3893,0,,0,0,-14.154,-9.154,0,,,,,
v20250113_pro0n33iot_Rapid,97.899002,1.3821,0,,0,0,-14.964,-9.964,0,,,,,
v20250113_pro0n33iot_Rapid,97.999001,1.3949,0,,0,0,-15.072,-10.072,0,,,,,
v20250113_pro0n33iot_Rapid,98.099998,1.3949,0,,0,0,-15.598,-10.598,0,,,,,
v20250113_pro0n33iot_Rapid,98.200996,1.3788,0,,0,0,-15.434,-10.434,0,,,,,
v20250113_pro0n33iot_Rapid,98.301003,1.3861,0,,0,0,-15.742,-10.742,0,,,,,
v20250113_pro0n33iot_Rapid,98.402,1.3998,0,,0,0,-15.969,-10.969,0,,,,,
v20250113_pro0n33iot_Rapid,98.502998,1.3958,0,,0,0,-15.835,-10.835,0,,,,,
v20250113_pro0n33iot_Rapid,98.602997,1.4207,0,,0,0,-15.364,-10.364,0,,,,,
v20250113_pro0n33iot_Rapid,98.703003,1.3829,0,,0,0,-15.821,-10.821,0,,,,,
v20250113_pro0n33iot_Rapid,98.804001,1.3925,0,,0,0,-16.31,-11.31,0,,,,,
v20250113_pro0n33iot_Rapid,98.903999,1.4344,0,,0,0,-16.294,-11.294,0,,,,,
v20250113_pro0n33iot_Rapid,99.003998,1.3917,0,,0,0,-16.197,-11.197,0,,,,,
v20250113_pro0n33iot_Rapid,99.103996,1.3877,0,,0,0,-16.365,-11.365,0,,,,,
v20250113_pro0n33iot_Rapid,99.205002,1.3917,0,,0,0,-16.275,-11.275,0,,,,,
v20250113_pro0n33iot_Rapid,99.305,1.3941,0,,0,0,-16.144,-11.144,0,,,,,
v20250113_pro0n33iot_Rapid,99.405998,1.3949,0,,0,0,-16.26,-11.26,0,,,,,
v20250113_pro0n33iot_Rapid,99.505997,1.3974,0,,0,0,-15.883,-10.883,0,,,,,
v20250113_pro0n33iot_Rapid,99.607002,1.3821,0,,0,0,-15.948,-10.948,0,,,,,
v20250113_pro0n33iot_Rapid,99.708,1.3837,0,,0,0,-14.585,-9.585,0,,,,,
v20250113_pro0n33iot_Rapid,99.807999,1.3958,0,,0,0,-15.618,-10.618,0,,,,,
v20250113_pro0n33iot_Rapid,99.908997,1.3861,0,,0,0,-14.862,-9.862,0,,,,,
v20250113_pro0n33iot_Rapid,100.009003,1.3853,0,,0,0,-15.249,-10.249,0,,,,,
v20250113_pro0n33iot_Rapid,100.110001,1.3925,0,,0,0,-14.605,-9.605,0,,,,,
v20250113_pro0n33iot_Rapid,100.210999,1.3941,0,,0,0,-13.733,-8.733,0,,,,,
v20250113_pro0n33iot_Rapid,100.311996,1.3941,0,,0,0,-12.94,-7.94,0,,,,,
v20250113_pro0n33iot_Rapid,100.413002,1.4111,0,,0,0,-13.721,-8.721,0,,,,,
v20250113_pro0n33iot_Rapid,100.513,1.3869,0,,0,0,-14.123,-9.123,0,,,,,
v20250113_pro0n33iot_Rapid,100.613998,1.4175,0,,0,0,-13.995,-8.995,0,,,,,
v20250113_pro0n33iot_Rapid,100.713997,1.3941,0,,0,0,-14.182,-9.182,0,,,,,
v20250113_pro0n33iot_Rapid,100.814003,1.3982,0,,0,0,-14.772,-9.772,0,,,,,
v20250113_pro0n33iot_Rapid,100.915001,1.4006,0,,0,0,-14.346,-9.346,0,,,,,
v20250113_pro0n33iot_Rapid,101.015999,1.3764,0,,0,0,-14.742,-9.742,0,,,,,
v20250113_pro0n33iot_Rapid,101.115997,1.3837,0,,0,0,-15.118,-10.118,0,,,,,
v20250113_pro0n33iot_Rapid,101.216003,1.3812,0,,0,0,-15.277,-10.277,0,,,,,
v20250113_pro0n33iot_Rapid,101.316002,1.3925,0,,0,0,-15.388,-10.388,0,,,,,
v20250113_pro0n33iot_Rapid,101.416,1.3885,0,,0,0,-15.137,-10.137,0,,,,,
v20250113_pro0n33iot_Rapid,101.516998,1.3877,0,,0,0,-15.533,-10.533,0,,,,,
v20250113_pro0n33iot_Rapid,101.617996,1.3925,0,,0,0,-15.642,-10.642,0,,,,,
v20250113_pro0n33iot_Rapid,101.719002,1.453,0,,0,0,-15.891,-10.891,0,,,,,
v20250113_pro0n33iot_Rapid,101.82,1.3974,0,,0,0,-15.194,-10.194,0,,,,,
v20250113_pro0n33iot_Rapid,101.920998,1.3909,0,,0,0,-15.298,-10.298,0,,,,,
v20250113_pro0n33iot_Rapid,102.022003,1.3933,0,,0,0,-14.419,-9.419,0,,,,,
v20250113_pro0n33iot_Rapid,102.122002,1.3756,0,,0,0,-15.274,-10.274,0,,,,,
v20250113_pro0n33iot_Rapid,102.223,1.3877,0,,0,0,-15.745,-10.745,0,,,,,
v20250113_pro0n33iot_Rapid,102.323997,1.3893,0,,0,0,-14.835,-9.835,0,,,,,
v20250113_pro0n33iot_Rapid,102.425003,1.3837,0,,0,0,-15.201,-10.201,0,,,,,
v20250113_pro0n33iot_Rapid,102.525002,1.3845,0,,0,0,-15.428,-10.428,0,,,,,
v20250113_pro0n33iot_Rapid,102.625,1.3845,0,,0,0,-14.744,-9.744,0,,,,,
v20250113_pro0n33iot_Rapid,102.724998,1.3611,0,,0,0,-14.952,-9.952,0,,,,,
v20250113_pro0n33iot_Rapid,102.824997,1.3732,0,,0,0,-15.43,-10.43,0,,,,,
v20250113_pro0n33iot_Rapid,102.925003,1.3764,0,,0,0,-15.588,-10.588,0,,,,,
v20250113_pro0n33iot_Rapid,103.025002,1.3482,0,,0,0,-15.524,-10.524,0,,,,,
v20250113_pro0n33iot_Rapid,103.125,1.3256,0,,0,0,-15.849,-10.849,0,,,,,
v20250113_pro0n33iot_Rapid,103.224998,1.4046,0,,0,0,-15.851,-10.851,0,,,,,
v20250113_pro0n33iot_Rapid,103.325996,1.4868,0,,0,0,-15.982,-10.982,0,,,,,
v20250113_pro0n33iot_Rapid,103.427002,1.4796,0,,0,0,-16.033,-11.033,0,,,,,
v20250113_pro0n33iot_Rapid,103.527,1.4522,0,,0,0,-16.135,-11.135,0,,,,,
v20250113_pro0n33iot_Rapid,103.626999,1.4554,0,,0,0,-16.551,-11.551,0,,,,,
v20250113_pro0n33iot_Rapid,103.726997,1.482,0,,0,0,-16.47,-11.47,0,,,,,
v20250113_pro0n33iot_Rapid,103.827003,1.54,0,,0,0,-16.59,-11.59,0,,,,,
v20250113_pro0n33iot_Rapid,103.927002,1.544,0,,0,0,-16.775,-11.775,0,,,,,
v20250113_pro0n33iot_Rapid,104.028,1.5464,0,,0,0,-16.38,-11.38,0,,,,,
v20250113_pro0n33iot_Rapid,104.127998,1.5319,0,,0,0,-16.55,-11.55,0,,,,,
v20250113_pro0n33iot_Rapid,104.227997,1.5037,0,,0,0,-16.561,-11.561,0,,,,,
v20250113_pro0n33iot_Rapid,104.328003,1.453,0,,0,0,-16.19,-11.19,0,,,,,
v20250113_pro0n33iot_Rapid,104.428001,1.4344,0,,0,0,-16.727,-11.727,0,,,,,
v20250113_pro0n33iot_Rapid,104.528999,1.3732,0,,0,0,-15.962,-10.962,0,,,,,
v20250113_pro0n33iot_Rapid,104.629997,1.3675,0,,0,0,-16.374,-11.374,0,,,,,
v20250113_pro0n33iot_Rapid,104.730003,1.3611,0,,0,0,-16.583,-11.583,0,,,,,
v20250113_pro0n33iot_Rapid,104.831001,1.3603,0,,0,0,-16.334,-11.334,0,,,,,
v20250113_pro0n33iot_Rapid,104.931,1.3627,0,,0,0,-16.277,-11.277,0,,,,,
v20250113_pro0n33iot_Rapid,105.031998,1.3804,0,,0,0,-16.081,-11.081,0,,,,,
v20250113_pro0n33iot_Rapid,105.133003,1.3651,0,,0,0,-16.597,-11.597,0,,,,,
v20250113_pro0n33iot_Rapid,105.234001,1.3458,0,,0,0,-15.978,-10.978,0,,,,,
v20250113_pro0n33iot_Rapid,105.334999,1.3482,0,,0,0,-16.367,-11.367,0,,,,,
v20250113_pro0n33iot_Rapid,105.434998,1.3514,0,,0,0,-16.507,-11.507,0,,,,,
v20250113_pro0n33iot_Rapid,105.535004,1.3869,0,,0,0,-16.11,-11.11,0,,,,,
v20250113_pro0n33iot_Rapid,105.635002,1.3273,0,,0,0,-15.862,-10.862,0,,,,,
v20250113_pro0n33iot_Rapid,105.736,1.3603,0,,0,0,-15.242,-10.242,0,,,,,
v20250113_pro0n33iot_Rapid,105.835999,1.3659,0,,0,0,-15.859,-10.859,0,,,,,
v20250113_pro0n33iot_Rapid,105.935997,1.3579,0,,0,0,-15.966,-10.966,0,,,,,
v20250113_pro0n33iot_Rapid,106.036003,1.3675,0,,0,0,-15.374,-10.374,0,,,,,
v20250113_pro0n33iot_Rapid,106.136002,1.3643,0,,0,0,-14.063,-9.063,0,,,,,
v20250113_pro0n33iot_Rapid,106.237,1.3611,0,,0,0,-13.237,-8.237,0,,,,,
v20250113_pro0n33iot_Rapid,106.337997,1.3651,0,,0,0,-12.827,-7.827,0,,,,,
v20250113_pro0n33iot_Rapid,106.439003,1.3917,0,,0,0,-13.148,-8.148,0,,,,,
v20250113_pro0n33iot_Rapid,106.540001,1.37,0,,0,0,-13.455,-8.455,0,,,,,
v20250113_pro0n33iot_Rapid,106.640999,1.3611,0,,0,0,-15.418,-10.418,0,,,,,
v20250113_pro0n33iot_Rapid,106.740997,1.378,0,,0,0,-15.347,-10.347,0,,,,,
v20250113_pro0n33iot_Rapid,106.841003,1.3812,0,,0,0,-14.638,-9.638,0,,,,,
v20250113_pro0n33iot_Rapid,106.941002,1.3732,0,,0,0,-14.184,-9.184,0,,,,,
v20250113_pro0n33iot_Rapid,107.042,1.3909,0,,0,0,-14.029,-9.029,0,,,,,
v20250113_pro0n33iot_Rapid,107.142998,1.4264,0,,0,0,-14.401,-9.401,0,,,,,
v20250113_pro0n33iot_Rapid,107.242996,1.4352,0,,0,0,-14.52,-9.52,0,,,,,
v20250113_pro0n33iot_Rapid,107.343002,1.4151,0,,0,0,-14.66,-9.66,0,,,,,
v20250113_pro0n33iot_Rapid,107.443001,1.3812,0,,0,0,-15.02,-10.02,0,,,,,
v20250113_pro0n33iot_Rapid,107.542999,1.3885,0,,0,0,-15.199,-10.199,0,,,,,
v20250113_pro0n33iot_Rapid,107.642998,1.3837,0,,0,0,-15.502,-10.502,0,,,,,
v20250113_pro0n33iot_Rapid,107.742996,1.3732,0,,0,0,-15.458,-10.458,0,,,,,
v20250113_pro0n33iot_Rapid,107.843002,1.3861,0,,0,0,-15.643,-10.643,0,,,,,
v20250113_pro0n33iot_Rapid,107.943001,1.3829,0,,0,0,-15.77,-10.77,0,,,,,
v20250113_pro0n33iot_Rapid,108.042999,1.4272,0,,0,0,-15.704,-10.704,0,,,,,
v20250113_pro0n33iot_Rapid,108.142998,1.3958,0,,0,0,-15.704,-10.704,0,,,,,
v20250113_pro0n33iot_Rapid,108.244003,1.3853,0,,0,0,-15.558,-10.558,0,,,,,
v20250113_pro0n33iot_Rapid,108.344002,1.3804,0,,0,0,-15.559,-10.559,0,,,,,
v20250113_pro0n33iot_Rapid,108.445,1.3901,0,,0,0,-15.58,-10.58,0,,,,,
v20250113_pro0n33iot_Rapid,108.544998,1.3804,0,,0,0,-15.661,-10.661,0,,,,,
v20250113_pro0n33iot_Rapid,108.646004,1.3901,0,,0,0,-15.599,-10.599,0,,,,,
v20250113_pro0n33iot_Rapid,108.746002,1.3829,0,,0,0,-15.74,-10.74,0,,,,,
v20250113_pro0n33iot_Rapid,108.846001,1.3933,0,,0,0,-15.697,-10.697,0,,,,,
v20250113_pro0n33iot_Rapid,108.945999,1.4111,0,,0,0,-15.744,-10.744,0,,,,,
v20250113_pro0n33iot_Rapid,109.045998,1.378,0,,0,0,-15.822,-10.822,0,,,,,
v20250113_pro0n33iot_Rapid,109.146004,1.3812,0,,0,0,-15.728,-10.728,0,,,,,
v20250113_pro0n33iot_Rapid,109.246002,1.3804,0,,0,0,-14.84,-9.84,0,,,,,
v20250113_pro0n33iot_Rapid,109.346001,1.2555,0,,0,0,-8.054,-3.054,0,,,,,
v20250113_pro0n33iot_Rapid,109.445999,1.2563,0,,0,0,9.606,14.606,1,,,,,
,grav tone played,,,,,,,,,,,,,
v20250113_pro0n33iot_Rapid,109.545998,1.2515,0,,0,0,24.37,29.37,1,,,,,
v20250113_pro0n33iot_Rapid,109.646004,1.2579,0,,0,0,35.46,40.46,1,,,,,
v20250113_pro0n33iot_Rapid,109.747002,1.2612,0,,0,0,42.08,47.08,1,,,,,
v20250113_pro0n33iot_Rapid,109.848,1.2579,0,,0,0,45.431,50.431,1,,,,,
v20250113_pro0n33iot_Rapid,109.947998,1.27,0,,0,0,46.365,51.365,1,,,,,
v20250113_pro0n33iot_Rapid,110.049004,1.2612,0,,0,0,47.466,52.466,1,,,,,
v20250113_pro0n33iot_Rapid,110.150002,1.2628,0,,0,0,47.861,52.861,1,,,,,
v20250113_pro0n33iot_Rapid,110.250999,1.2708,0,,0,0,48.713,53.713,1,,,,,
v20250113_pro0n33iot_Rapid,110.351997,1.3256,0,,0,0,38.556,43.556,1,,,,,
v20250113_pro0n33iot_Rapid,110.452003,1.3684,0,,0,0,22.076,27.076,1,,,,,
v20250113_pro0n33iot_Rapid,110.553001,1.3643,0,,0,0,7.974,12.974,1,,,,,
v20250113_pro0n33iot_Rapid,110.653999,1.3756,0,,0,0,-2.359,2.641,1,,,,,
v20250113_pro0n33iot_Rapid,110.754997,1.3837,0,,0,0,-9.979,-4.979,0,,,,,
,tone stopped,,,,,,,,,,,,,
v20250113_pro0n33iot_Rapid,110.856003,1.3675,0,,0,0,-14.426,-9.426,0,,,,,
v20250113_pro0n33iot_Rapid,110.956001,1.3732,0,,0,0,-16.427,-11.427,0,,,,,
v20250113_pro0n33iot_Rapid,111.056999,1.3692,0,,0,0,-15.358,-10.358,0,,,,,
